"sigma_o","sigma_x","Number of Components","Seed"
"6, 59, 63, 30, 23, 68, 16, 66, 65, 64, 19, 54, 35, 25, 26, 44, 17, 11, 75, 33, 55, 1, 50, 69, 10, 71, 9, 46, 15, 4, 39, 53, 32, 37, 41, 7, 57, 38, 72, 73, 47, 61, 48, 14, 70, 51, 18, 42, 43, 20, 29, 3, 62, 52, 34, 24, 5, 56, 8, 21, 49, 31, 74, 45, 58, 60, 40, 13, 27, 28, 67, 36, 2, 22, 12","61, 1, 47, 14, 25, 21, 42, 68, 46, 70, 45, 57, 32, 41, 52, 72, 26, 37, 9, 67, 75, 43, 19, 2, 59, 53, 54, 29, 24, 13, 7, 3, 49, 51, 39, 60, 17, 65, 8, 23, 15, 34, 10, 30, 58, 71, 36, 73, 4, 69, 33, 74, 55, 22, 6, 48, 50, 64, 11, 62, 44, 20, 40, 18, 63, 28, 5, 35, 31, 38, 56, 12, 16, 27, 66","3","13807780"
"3, 45, 29, 49, 71, 14, 39, 64, 72, 19, 53, 33, 4, 62, 11, 47, 75, 20, 48, 46, 34, 10, 13, 57, 31, 7, 56, 55, 8, 9, 68, 2, 37, 63, 54, 28, 35, 61, 17, 12, 51, 52, 70, 22, 58, 43, 18, 23, 36, 42, 65, 74, 27, 50, 25, 6, 24, 66, 73, 41, 69, 16, 1, 67, 15, 40, 44, 26, 5, 60, 38, 59, 30, 21, 32","50, 63, 51, 4, 48, 34, 53, 25, 11, 70, 69, 1, 22, 41, 6, 30, 66, 40, 47, 42, 28, 75, 38, 39, 57, 68, 16, 7, 64, 21, 71, 26, 61, 8, 43, 52, 20, 72, 62, 24, 14, 35, 65, 2, 36, 13, 60, 27, 19, 73, 23, 32, 45, 31, 55, 3, 54, 17, 5, 74, 12, 46, 33, 49, 29, 37, 9, 44, 15, 59, 10, 58, 18, 67, 56","4","13807780"
"54, 3, 10, 35, 39, 53, 23, 44, 72, 26, 52, 51, 7, 63, 62, 56, 47, 41, 48, 15, 11, 65, 6, 4, 58, 37, 61, 17, 5, 34, 50, 38, 60, 25, 49, 59, 36, 28, 32, 66, 68, 21, 2, 22, 9, 12, 29, 46, 1, 57, 8, 24, 30, 67, 75, 42, 14, 13, 45, 31, 71, 27, 40, 55, 73, 74, 19, 69, 18, 33, 70, 64, 16, 43, 20","63, 16, 33, 74, 1, 28, 30, 48, 70, 40, 10, 43, 25, 31, 13, 14, 42, 52, 45, 53, 55, 24, 50, 44, 4, 72, 32, 47, 56, 27, 8, 17, 29, 2, 18, 22, 64, 51, 5, 58, 75, 73, 69, 20, 23, 36, 11, 49, 3, 26, 15, 71, 6, 66, 67, 57, 65, 37, 61, 54, 60, 21, 12, 39, 9, 38, 59, 41, 35, 34, 68, 19, 7, 46, 62","2","13807780"
"63, 16, 12, 64, 52, 32, 60, 53, 71, 15, 13, 10, 66, 33, 43, 22, 25, 49, 38, 58, 36, 1, 73, 51, 55, 67, 21, 41, 8, 28, 7, 26, 47, 62, 31, 48, 3, 20, 34, 35, 5, 46, 59, 6, 70, 37, 68, 50, 72, 39, 54, 65, 61, 44, 4, 75, 11, 29, 42, 24, 17, 74, 69, 19, 2, 56, 23, 40, 27, 30, 9, 18, 57, 45, 14","15, 13, 64, 60, 67, 20, 74, 12, 70, 22, 5, 73, 68, 26, 28, 50, 69, 34, 65, 23, 1, 9, 21, 8, 56, 66, 51, 4, 29, 42, 41, 44, 43, 19, 18, 57, 55, 2, 72, 75, 17, 3, 49, 40, 24, 71, 54, 6, 11, 63, 45, 16, 46, 59, 33, 25, 14, 58, 47, 10, 48, 7, 52, 62, 32, 38, 39, 35, 37, 53, 30, 61, 31, 27, 36","6","13807780"
"30, 52, 63, 60, 11, 57, 17, 66, 70, 72, 28, 5, 42, 33, 40, 61, 6, 20, 75, 2, 73, 41, 15, 68, 45, 8, 74, 36, 50, 49, 51, 46, 47, 22, 29, 24, 71, 58, 23, 9, 44, 10, 55, 13, 19, 26, 37, 12, 21, 18, 35, 32, 56, 69, 53, 59, 34, 62, 54, 14, 16, 25, 4, 64, 31, 48, 65, 38, 27, 7, 39, 43, 1, 67, 3","25, 13, 22, 57, 59, 46, 40, 17, 55, 34, 5, 52, 61, 6, 14, 2, 11, 41, 10, 15, 53, 56, 54, 44, 3, 74, 62, 28, 42, 23, 65, 72, 39, 21, 20, 18, 4, 66, 24, 37, 19, 70, 60, 49, 1, 50, 35, 8, 38, 43, 36, 69, 26, 29, 67, 73, 12, 71, 75, 58, 45, 32, 63, 31, 48, 33, 16, 64, 7, 27, 51, 68, 30, 9, 47","4","13807780"
"65, 59, 11, 30, 69, 19, 61, 5, 41, 45, 52, 55, 62, 14, 13, 40, 56, 72, 17, 68, 3, 42, 49, 74, 37, 10, 1, 20, 15, 6, 75, 51, 47, 64, 43, 46, 21, 31, 67, 16, 58, 54, 25, 53, 7, 48, 38, 26, 73, 39, 23, 4, 29, 44, 33, 9, 35, 60, 28, 12, 18, 22, 27, 50, 71, 8, 66, 63, 36, 2, 32, 34, 57, 24, 70","71, 8, 40, 44, 46, 66, 37, 58, 11, 60, 19, 75, 53, 42, 28, 24, 4, 30, 9, 57, 70, 62, 17, 21, 7, 56, 47, 32, 12, 65, 1, 14, 13, 31, 55, 34, 61, 51, 36, 15, 41, 20, 74, 64, 3, 67, 16, 6, 2, 33, 27, 48, 43, 68, 18, 59, 22, 10, 23, 38, 5, 26, 50, 45, 72, 52, 29, 49, 39, 73, 63, 25, 69, 35, 54","4","13807780"
"26, 69, 75, 19, 8, 62, 45, 57, 30, 14, 11, 13, 6, 1, 59, 7, 60, 20, 22, 12, 56, 39, 23, 5, 58, 74, 10, 31, 72, 48, 64, 21, 68, 40, 61, 65, 41, 27, 16, 9, 44, 37, 49, 70, 33, 17, 35, 28, 24, 32, 43, 50, 53, 4, 55, 52, 29, 34, 51, 66, 25, 38, 36, 54, 15, 71, 18, 67, 42, 63, 3, 2, 47, 46, 73","37, 48, 41, 35, 44, 53, 15, 20, 7, 12, 71, 68, 17, 33, 10, 24, 3, 13, 51, 57, 22, 29, 74, 56, 31, 61, 52, 49, 70, 69, 39, 11, 4, 34, 38, 59, 19, 54, 65, 43, 36, 66, 73, 14, 28, 72, 64, 23, 26, 42, 63, 75, 46, 40, 62, 32, 25, 30, 58, 45, 9, 2, 50, 1, 5, 55, 60, 21, 16, 6, 8, 18, 67, 27, 47","3","13807780"
"69, 24, 1, 26, 52, 53, 38, 20, 29, 50, 16, 41, 40, 51, 12, 4, 14, 32, 70, 44, 68, 47, 71, 42, 33, 7, 37, 11, 13, 74, 64, 3, 5, 61, 45, 58, 43, 49, 62, 27, 21, 46, 63, 23, 65, 75, 19, 48, 57, 60, 17, 28, 9, 35, 73, 15, 10, 22, 36, 59, 6, 2, 30, 72, 67, 66, 39, 31, 25, 56, 18, 54, 8, 55, 34","58, 40, 52, 53, 26, 33, 75, 69, 60, 6, 57, 24, 38, 17, 13, 55, 16, 72, 47, 12, 54, 1, 25, 63, 19, 48, 64, 35, 41, 68, 67, 43, 56, 21, 74, 49, 7, 46, 10, 28, 32, 50, 44, 2, 22, 15, 34, 70, 3, 61, 23, 29, 39, 5, 42, 37, 18, 11, 59, 31, 51, 71, 65, 30, 73, 45, 62, 8, 36, 14, 27, 4, 20, 66, 9","4","13807780"
"30, 29, 6, 38, 69, 57, 55, 26, 25, 10, 46, 53, 16, 33, 62, 58, 8, 31, 74, 19, 45, 52, 1, 60, 21, 63, 43, 47, 17, 50, 70, 13, 73, 2, 27, 5, 35, 20, 75, 71, 65, 24, 67, 28, 51, 41, 3, 42, 49, 23, 34, 64, 15, 40, 9, 48, 4, 68, 59, 12, 39, 72, 14, 18, 61, 36, 22, 37, 11, 66, 7, 44, 56, 54, 32","57, 68, 8, 74, 33, 35, 19, 22, 75, 9, 34, 1, 23, 12, 37, 11, 66, 62, 46, 53, 20, 14, 42, 6, 71, 18, 2, 30, 7, 3, 38, 39, 10, 31, 54, 60, 72, 17, 69, 32, 5, 56, 15, 26, 4, 47, 44, 36, 43, 51, 70, 61, 41, 21, 27, 49, 13, 29, 55, 65, 73, 63, 24, 67, 52, 59, 58, 48, 25, 45, 64, 16, 28, 50, 40","8","13807780"
"34, 26, 55, 42, 10, 43, 28, 3, 17, 22, 65, 69, 47, 33, 70, 6, 62, 29, 20, 30, 71, 11, 40, 37, 8, 56, 54, 24, 44, 46, 1, 23, 67, 38, 4, 50, 7, 25, 41, 14, 36, 52, 58, 75, 59, 61, 5, 35, 18, 60, 53, 16, 45, 21, 32, 48, 31, 15, 51, 66, 49, 13, 68, 73, 19, 72, 27, 63, 57, 9, 12, 64, 39, 74, 2","42, 44, 64, 52, 62, 2, 53, 13, 60, 38, 58, 37, 7, 68, 63, 5, 43, 40, 15, 1, 10, 19, 23, 6, 9, 41, 16, 18, 4, 28, 22, 31, 32, 75, 66, 29, 45, 74, 25, 35, 27, 69, 65, 73, 46, 11, 20, 30, 24, 26, 59, 8, 17, 51, 34, 39, 36, 70, 55, 54, 12, 61, 49, 71, 67, 21, 56, 33, 3, 47, 72, 50, 48, 57, 14","7","13807780"
"48, 36, 21, 34, 29, 69, 44, 46, 50, 5, 3, 63, 31, 39, 40, 8, 54, 15, 55, 14, 37, 47, 70, 38, 6, 68, 24, 52, 28, 1, 72, 42, 16, 19, 9, 60, 57, 45, 51, 10, 20, 75, 61, 11, 30, 35, 66, 41, 7, 62, 43, 17, 74, 65, 59, 27, 58, 2, 12, 71, 25, 33, 18, 56, 49, 64, 26, 22, 32, 67, 4, 23, 53, 73, 13","62, 9, 14, 25, 67, 71, 64, 17, 72, 31, 13, 32, 19, 42, 52, 38, 63, 58, 24, 75, 20, 74, 65, 34, 1, 3, 37, 11, 68, 47, 56, 22, 73, 2, 49, 5, 16, 41, 12, 44, 18, 51, 28, 8, 57, 15, 40, 43, 61, 53, 26, 46, 7, 29, 35, 60, 23, 59, 50, 54, 6, 36, 33, 10, 21, 48, 66, 4, 45, 55, 69, 27, 70, 30, 39","5","13807780"
"26, 35, 27, 22, 61, 20, 23, 25, 58, 37, 18, 19, 21, 55, 51, 4, 71, 11, 47, 7, 30, 8, 75, 28, 65, 10, 45, 50, 17, 39, 24, 3, 57, 42, 43, 46, 40, 41, 12, 52, 68, 67, 34, 53, 31, 32, 6, 5, 56, 63, 2, 44, 62, 49, 73, 29, 14, 59, 54, 70, 1, 66, 36, 13, 48, 9, 16, 38, 69, 60, 72, 64, 15, 74, 33","56, 5, 3, 73, 25, 51, 55, 19, 26, 17, 15, 32, 35, 37, 58, 38, 69, 44, 27, 29, 59, 70, 8, 6, 34, 61, 48, 30, 64, 50, 52, 75, 54, 9, 22, 31, 57, 33, 45, 16, 12, 43, 24, 71, 20, 28, 40, 67, 42, 36, 53, 21, 60, 63, 13, 72, 4, 10, 18, 7, 68, 47, 11, 46, 66, 65, 49, 23, 41, 14, 2, 39, 74, 1, 62","2","13807780"
"44, 53, 36, 11, 38, 74, 68, 28, 71, 30, 16, 2, 14, 25, 54, 48, 46, 51, 7, 4, 22, 57, 60, 8, 61, 35, 67, 31, 33, 1, 32, 42, 50, 49, 56, 40, 59, 29, 24, 41, 6, 66, 65, 3, 13, 75, 70, 58, 45, 63, 23, 9, 64, 73, 12, 72, 10, 62, 43, 21, 39, 17, 19, 47, 5, 15, 37, 20, 69, 55, 26, 52, 27, 34, 18","10, 20, 64, 24, 23, 13, 58, 49, 44, 36, 72, 74, 56, 57, 25, 9, 30, 65, 21, 63, 51, 46, 17, 52, 73, 16, 45, 28, 31, 53, 60, 3, 4, 2, 75, 37, 71, 70, 12, 33, 59, 19, 27, 39, 67, 26, 50, 41, 62, 11, 18, 5, 32, 61, 69, 7, 6, 29, 22, 8, 66, 42, 1, 54, 15, 38, 40, 48, 47, 35, 68, 43, 14, 55, 34","4","13807780"
"74, 3, 42, 68, 15, 32, 61, 41, 25, 71, 57, 31, 4, 20, 30, 52, 51, 16, 10, 40, 46, 66, 44, 19, 34, 63, 56, 36, 53, 70, 39, 45, 13, 5, 58, 69, 73, 67, 6, 2, 35, 65, 72, 1, 59, 23, 28, 38, 47, 26, 24, 50, 18, 55, 37, 43, 48, 21, 12, 9, 17, 54, 29, 11, 49, 60, 75, 14, 64, 22, 27, 7, 8, 33, 62","56, 9, 66, 35, 69, 43, 16, 38, 18, 33, 32, 23, 31, 2, 39, 48, 29, 46, 60, 58, 20, 12, 59, 53, 49, 1, 34, 22, 42, 72, 37, 71, 19, 50, 24, 57, 45, 41, 40, 73, 11, 27, 52, 74, 8, 47, 30, 21, 25, 15, 54, 10, 64, 67, 4, 65, 5, 14, 44, 7, 28, 6, 68, 55, 63, 70, 36, 3, 26, 51, 61, 75, 17, 62, 13","5","13807780"
"46, 52, 67, 55, 1, 35, 11, 25, 59, 24, 49, 64, 39, 22, 50, 70, 38, 15, 5, 43, 21, 12, 16, 28, 31, 68, 2, 54, 47, 74, 26, 71, 66, 37, 17, 62, 4, 45, 23, 18, 69, 53, 40, 72, 63, 58, 9, 60, 20, 19, 8, 44, 73, 10, 27, 6, 30, 51, 42, 29, 36, 48, 32, 33, 3, 57, 34, 14, 41, 75, 61, 65, 13, 7, 56","62, 63, 13, 11, 38, 45, 75, 57, 49, 46, 70, 33, 30, 64, 67, 2, 22, 71, 4, 60, 50, 51, 21, 42, 8, 47, 48, 17, 36, 40, 65, 31, 74, 44, 73, 54, 68, 37, 43, 6, 7, 28, 52, 41, 23, 66, 12, 27, 58, 16, 34, 72, 9, 56, 55, 5, 1, 39, 32, 61, 59, 14, 19, 20, 29, 24, 3, 69, 10, 53, 26, 25, 15, 18, 35","3","13807780"
"11, 14, 58, 61, 31, 57, 65, 18, 63, 6, 32, 35, 60, 51, 74, 27, 53, 50, 24, 68, 48, 2, 23, 15, 29, 34, 8, 62, 13, 46, 49, 33, 10, 42, 41, 55, 66, 38, 20, 1, 26, 71, 16, 72, 54, 70, 45, 22, 39, 69, 52, 30, 47, 9, 12, 19, 40, 25, 37, 43, 56, 21, 67, 36, 7, 44, 3, 4, 28, 17, 73, 5, 64, 75, 59","70, 46, 11, 68, 72, 26, 67, 71, 16, 65, 45, 50, 75, 36, 73, 24, 6, 17, 20, 59, 69, 18, 9, 41, 1, 7, 58, 66, 49, 40, 28, 44, 19, 15, 57, 64, 30, 43, 29, 25, 4, 10, 31, 61, 55, 54, 56, 21, 2, 48, 14, 22, 5, 37, 35, 38, 62, 34, 27, 39, 63, 47, 53, 3, 60, 74, 13, 33, 23, 12, 32, 52, 42, 51, 8","7","13807780"
"49, 23, 73, 40, 72, 27, 14, 68, 34, 70, 18, 24, 57, 20, 21, 17, 16, 29, 3, 46, 55, 4, 13, 30, 75, 25, 38, 36, 61, 28, 41, 5, 60, 6, 22, 35, 67, 12, 33, 59, 11, 19, 63, 9, 54, 64, 26, 62, 56, 2, 1, 45, 71, 43, 50, 51, 53, 69, 31, 42, 32, 8, 15, 7, 58, 44, 47, 52, 66, 39, 48, 65, 37, 10, 74","14, 5, 2, 58, 24, 70, 9, 64, 69, 57, 36, 8, 62, 23, 12, 48, 52, 66, 13, 29, 73, 51, 25, 33, 39, 30, 41, 19, 37, 32, 3, 46, 38, 10, 21, 11, 44, 31, 16, 15, 20, 42, 7, 1, 40, 75, 53, 17, 49, 4, 54, 35, 68, 55, 56, 26, 28, 27, 71, 65, 59, 63, 34, 6, 22, 74, 67, 45, 60, 43, 50, 47, 18, 61, 72","3","13807780"
"60, 63, 50, 67, 34, 74, 19, 7, 55, 14, 43, 24, 30, 16, 21, 9, 17, 71, 20, 45, 22, 49, 23, 64, 10, 32, 62, 40, 54, 28, 41, 25, 69, 56, 26, 6, 72, 8, 13, 52, 36, 39, 66, 38, 46, 35, 4, 47, 44, 18, 2, 1, 15, 58, 33, 61, 73, 12, 11, 53, 37, 75, 65, 59, 57, 29, 27, 3, 42, 68, 5, 31, 48, 70, 51","32, 55, 52, 1, 45, 24, 22, 34, 59, 30, 33, 4, 44, 7, 43, 49, 38, 72, 18, 3, 53, 11, 36, 50, 9, 67, 31, 73, 2, 14, 71, 28, 64, 16, 8, 54, 12, 47, 10, 25, 29, 37, 51, 23, 35, 13, 26, 66, 75, 65, 42, 68, 48, 70, 27, 58, 63, 61, 46, 60, 62, 41, 5, 39, 74, 40, 6, 19, 21, 56, 17, 20, 57, 69, 15","6","13807780"
"23, 25, 30, 67, 42, 53, 62, 28, 9, 55, 4, 75, 56, 68, 48, 52, 66, 13, 69, 6, 47, 27, 3, 24, 72, 57, 20, 43, 51, 64, 7, 46, 71, 60, 44, 50, 16, 14, 59, 29, 21, 61, 73, 38, 58, 70, 11, 35, 33, 17, 37, 15, 19, 63, 65, 12, 10, 41, 1, 45, 8, 26, 40, 39, 31, 5, 32, 36, 22, 34, 18, 2, 54, 49, 74","65, 19, 49, 43, 5, 36, 11, 74, 75, 4, 57, 13, 3, 40, 64, 24, 9, 25, 16, 7, 2, 50, 67, 45, 18, 73, 60, 27, 44, 30, 51, 26, 59, 72, 46, 56, 21, 37, 20, 6, 31, 54, 47, 61, 35, 34, 42, 53, 38, 32, 68, 12, 66, 8, 28, 10, 63, 58, 15, 62, 22, 17, 1, 41, 55, 33, 70, 29, 14, 69, 39, 48, 52, 23, 71","5","13807780"
"71, 8, 25, 23, 59, 14, 34, 63, 1, 46, 3, 31, 12, 54, 5, 55, 16, 4, 18, 57, 2, 6, 35, 64, 20, 52, 26, 49, 45, 15, 61, 58, 7, 39, 32, 30, 44, 69, 28, 70, 72, 65, 75, 22, 27, 17, 29, 74, 41, 19, 36, 51, 56, 40, 73, 21, 66, 38, 9, 10, 53, 43, 68, 42, 37, 67, 47, 11, 24, 50, 62, 48, 13, 60, 33","33, 4, 1, 69, 37, 46, 39, 38, 50, 59, 55, 52, 72, 15, 40, 75, 58, 57, 8, 34, 32, 14, 44, 54, 21, 35, 43, 73, 49, 51, 48, 61, 67, 5, 10, 6, 70, 17, 36, 65, 53, 20, 11, 68, 66, 60, 16, 18, 9, 25, 41, 71, 23, 62, 19, 24, 22, 63, 29, 26, 42, 12, 56, 3, 28, 2, 30, 45, 13, 31, 7, 64, 27, 74, 47","3","13807780"
"7, 43, 34, 68, 3, 30, 9, 72, 44, 46, 47, 22, 23, 37, 21, 13, 32, 58, 67, 2, 18, 57, 45, 60, 53, 71, 49, 54, 14, 41, 19, 73, 50, 26, 62, 74, 35, 15, 63, 75, 52, 33, 1, 25, 5, 38, 31, 48, 11, 65, 69, 66, 24, 8, 20, 28, 16, 10, 17, 51, 55, 40, 36, 64, 39, 12, 70, 27, 56, 59, 61, 42, 4, 29, 6","63, 68, 52, 38, 41, 11, 5, 36, 67, 45, 61, 33, 31, 53, 50, 72, 6, 69, 56, 19, 22, 13, 27, 9, 12, 62, 64, 73, 71, 26, 75, 46, 60, 28, 25, 10, 20, 49, 1, 21, 40, 57, 14, 58, 74, 37, 34, 30, 43, 3, 47, 59, 65, 48, 24, 17, 44, 8, 54, 4, 23, 16, 7, 66, 18, 42, 35, 70, 55, 39, 51, 2, 29, 15, 32","5","13807780"
"26, 49, 3, 4, 5, 7, 8, 13, 50, 54, 48, 9, 58, 12, 21, 71, 22, 61, 23, 44, 1, 34, 59, 33, 38, 2, 31, 15, 29, 74, 75, 42, 55, 46, 64, 39, 35, 16, 37, 67, 68, 24, 73, 43, 72, 57, 14, 27, 53, 18, 70, 17, 60, 10, 56, 47, 51, 19, 52, 32, 62, 65, 69, 6, 28, 36, 45, 63, 30, 66, 41, 40, 11, 20, 25","65, 18, 9, 37, 38, 43, 57, 30, 17, 7, 66, 11, 10, 35, 75, 63, 21, 2, 50, 67, 6, 72, 15, 39, 49, 20, 26, 4, 13, 33, 31, 70, 28, 69, 40, 5, 24, 3, 14, 19, 27, 59, 60, 45, 29, 25, 51, 61, 58, 73, 48, 16, 54, 52, 53, 71, 44, 12, 68, 62, 32, 1, 46, 74, 47, 23, 42, 8, 36, 22, 55, 34, 56, 64, 41","6","13807780"
"45, 49, 64, 18, 3, 27, 9, 1, 10, 2, 65, 58, 66, 61, 36, 57, 14, 51, 24, 60, 62, 31, 32, 50, 22, 39, 19, 23, 12, 35, 21, 6, 48, 71, 63, 42, 53, 74, 72, 75, 7, 13, 54, 17, 67, 37, 69, 44, 16, 29, 43, 28, 68, 47, 33, 20, 11, 55, 38, 15, 8, 4, 5, 70, 30, 41, 40, 56, 26, 59, 46, 34, 73, 25, 52","37, 40, 28, 14, 45, 60, 50, 52, 67, 61, 38, 41, 10, 57, 42, 54, 58, 13, 73, 27, 5, 23, 46, 44, 49, 26, 8, 51, 9, 75, 74, 2, 15, 24, 66, 56, 32, 62, 7, 33, 65, 6, 68, 12, 47, 19, 18, 21, 59, 43, 71, 36, 17, 72, 31, 48, 20, 16, 3, 11, 70, 63, 39, 53, 69, 55, 4, 22, 25, 30, 29, 1, 35, 34, 64","4","13807780"
"58, 15, 27, 22, 40, 67, 36, 72, 65, 16, 63, 35, 71, 68, 12, 66, 43, 6, 29, 42, 52, 53, 56, 31, 75, 46, 17, 25, 62, 4, 57, 3, 18, 41, 13, 74, 50, 39, 55, 20, 7, 51, 32, 2, 23, 48, 30, 64, 60, 26, 24, 49, 37, 9, 8, 34, 61, 73, 70, 10, 54, 69, 59, 14, 47, 45, 1, 38, 33, 44, 11, 19, 28, 21, 5","73, 74, 31, 4, 68, 1, 52, 48, 21, 53, 19, 17, 65, 27, 54, 75, 35, 51, 56, 11, 61, 9, 64, 2, 3, 44, 32, 58, 20, 57, 37, 72, 34, 39, 60, 15, 22, 7, 33, 28, 70, 36, 8, 63, 12, 71, 18, 55, 66, 49, 6, 5, 14, 59, 23, 45, 69, 41, 50, 29, 62, 24, 25, 47, 26, 40, 10, 46, 16, 42, 13, 30, 43, 38, 67","6","13807780"
"52, 13, 40, 38, 44, 74, 43, 20, 53, 11, 29, 12, 69, 31, 21, 23, 5, 51, 41, 70, 56, 63, 72, 10, 61, 33, 1, 64, 47, 66, 3, 4, 46, 42, 19, 34, 35, 75, 2, 48, 22, 49, 67, 62, 25, 14, 68, 39, 16, 54, 18, 36, 15, 30, 27, 9, 58, 8, 73, 37, 65, 7, 32, 60, 59, 57, 50, 55, 71, 45, 24, 17, 28, 26, 6","2, 21, 6, 58, 67, 68, 50, 40, 20, 66, 12, 41, 13, 19, 7, 49, 17, 39, 8, 15, 33, 64, 62, 36, 11, 1, 70, 30, 31, 18, 45, 61, 37, 74, 38, 5, 24, 10, 29, 32, 60, 35, 25, 63, 14, 71, 48, 22, 65, 42, 28, 75, 69, 34, 26, 3, 55, 72, 47, 53, 4, 23, 44, 56, 27, 43, 51, 9, 16, 54, 57, 73, 59, 46, 52","3","13807780"
"14, 20, 39, 68, 32, 34, 31, 69, 75, 55, 2, 53, 22, 67, 1, 42, 8, 30, 33, 38, 43, 46, 41, 74, 61, 71, 36, 11, 23, 4, 66, 16, 70, 15, 62, 13, 17, 63, 72, 25, 64, 5, 65, 24, 50, 40, 52, 27, 73, 29, 58, 47, 51, 19, 57, 28, 18, 7, 12, 26, 44, 56, 45, 60, 6, 59, 35, 9, 3, 21, 37, 48, 54, 49, 10","60, 68, 31, 58, 16, 2, 7, 57, 6, 27, 44, 15, 34, 30, 20, 70, 17, 40, 21, 65, 29, 3, 12, 63, 36, 54, 8, 45, 4, 59, 35, 33, 71, 72, 11, 39, 49, 22, 42, 47, 19, 56, 51, 13, 10, 1, 43, 37, 5, 67, 52, 73, 61, 62, 23, 48, 32, 55, 66, 74, 75, 24, 38, 69, 50, 64, 25, 41, 53, 28, 14, 26, 9, 18, 46","2","13807780"
"63, 36, 75, 20, 37, 22, 38, 62, 44, 13, 31, 57, 59, 15, 54, 56, 5, 58, 46, 33, 14, 27, 60, 28, 29, 72, 8, 18, 47, 53, 30, 11, 2, 40, 12, 61, 24, 69, 19, 3, 43, 1, 10, 73, 51, 64, 49, 70, 66, 23, 68, 26, 48, 7, 39, 25, 6, 45, 42, 21, 65, 67, 71, 17, 4, 35, 74, 32, 50, 9, 41, 52, 34, 16, 55","50, 7, 65, 16, 28, 54, 32, 51, 11, 31, 52, 69, 29, 4, 12, 57, 61, 13, 47, 15, 20, 24, 41, 56, 14, 73, 59, 75, 17, 10, 64, 36, 18, 44, 48, 19, 49, 22, 30, 53, 34, 9, 72, 6, 42, 63, 21, 46, 38, 60, 23, 5, 8, 27, 71, 39, 70, 55, 62, 66, 68, 33, 3, 58, 35, 67, 2, 45, 74, 1, 40, 43, 26, 37, 25","5","13807780"
"72, 43, 40, 32, 17, 69, 55, 16, 56, 31, 51, 38, 12, 36, 52, 34, 66, 14, 10, 11, 8, 49, 53, 13, 71, 64, 74, 42, 4, 23, 15, 37, 9, 57, 26, 62, 28, 45, 1, 75, 29, 7, 22, 21, 24, 73, 70, 33, 47, 54, 6, 68, 48, 58, 60, 50, 2, 3, 20, 35, 59, 67, 39, 61, 25, 5, 46, 44, 41, 18, 27, 65, 30, 19, 63","45, 51, 32, 52, 16, 75, 25, 34, 30, 57, 53, 70, 33, 12, 56, 18, 2, 68, 22, 19, 29, 27, 47, 1, 14, 35, 7, 72, 28, 42, 41, 59, 11, 44, 9, 23, 54, 3, 66, 8, 10, 55, 73, 74, 5, 31, 43, 15, 38, 24, 21, 62, 46, 17, 65, 39, 4, 49, 50, 69, 48, 63, 58, 67, 61, 13, 64, 20, 40, 6, 36, 26, 71, 60, 37","5","13807780"
"29, 4, 5, 57, 34, 21, 8, 33, 69, 2, 25, 48, 6, 71, 23, 44, 63, 39, 15, 9, 72, 43, 27, 65, 19, 49, 28, 1, 41, 7, 42, 52, 12, 30, 47, 67, 50, 51, 56, 11, 10, 55, 24, 53, 3, 61, 68, 54, 46, 18, 14, 40, 26, 22, 66, 31, 37, 17, 73, 20, 32, 38, 36, 75, 59, 58, 35, 62, 13, 70, 74, 45, 60, 16, 64","74, 69, 29, 53, 47, 67, 55, 73, 68, 17, 34, 32, 41, 27, 18, 39, 42, 10, 43, 70, 3, 11, 12, 33, 24, 25, 36, 54, 75, 49, 59, 63, 22, 1, 13, 62, 60, 31, 58, 5, 23, 72, 48, 61, 40, 51, 30, 9, 4, 2, 6, 26, 44, 8, 71, 37, 28, 14, 20, 16, 56, 45, 46, 65, 57, 35, 19, 7, 21, 64, 50, 52, 66, 38, 15","3","13807780"
"31, 58, 30, 18, 56, 69, 44, 35, 20, 32, 3, 10, 11, 22, 74, 70, 25, 65, 34, 15, 53, 5, 12, 39, 8, 64, 59, 33, 75, 72, 1, 68, 41, 19, 6, 51, 28, 54, 24, 66, 27, 45, 60, 43, 29, 13, 63, 23, 42, 38, 62, 40, 57, 55, 21, 36, 4, 49, 48, 50, 2, 16, 73, 17, 47, 7, 61, 9, 52, 46, 71, 37, 67, 26, 14","75, 34, 64, 3, 11, 21, 37, 74, 57, 49, 20, 19, 73, 9, 30, 35, 66, 32, 4, 38, 59, 71, 69, 54, 13, 7, 68, 2, 56, 17, 48, 6, 67, 39, 45, 58, 43, 29, 51, 10, 70, 55, 41, 36, 12, 1, 27, 40, 72, 24, 63, 15, 25, 65, 52, 5, 50, 22, 8, 33, 26, 42, 16, 28, 62, 46, 31, 61, 14, 47, 60, 23, 53, 18, 44","4","13807780"
