"sigma_o","sigma_x","Number of Components","Seed"
"86, 88, 99, 3, 50, 71, 6, 16, 63, 56, 47, 98, 95, 73, 84, 67, 80, 28, 1, 91, 5, 45, 61, 35, 15, 43, 34, 77, 75, 40, 64, 78, 39, 55, 46, 9, 33, 4, 85, 90, 37, 72, 17, 21, 30, 58, 8, 11, 10, 19, 69, 20, 29, 59, 38, 74, 12, 42, 53, 54, 76, 57, 96, 14, 68, 18, 26, 24, 87, 60, 36, 93, 25, 97, 94, 2, 48, 79, 52, 92, 100, 32, 13, 22, 62, 82, 44, 49, 31, 81, 27, 89, 66, 65, 7, 70, 51, 41, 23, 83","47, 61, 46, 89, 24, 50, 31, 25, 70, 67, 54, 12, 99, 17, 100, 51, 94, 92, 14, 18, 45, 55, 1, 56, 5, 34, 52, 68, 28, 4, 30, 95, 16, 79, 78, 77, 20, 35, 57, 84, 40, 44, 36, 60, 81, 53, 2, 96, 69, 97, 27, 90, 64, 23, 62, 43, 71, 82, 10, 32, 11, 9, 80, 13, 98, 63, 3, 26, 37, 65, 7, 48, 8, 6, 15, 72, 76, 75, 91, 83, 58, 41, 19, 73, 93, 87, 38, 86, 39, 21, 42, 66, 88, 74, 22, 59, 33, 29, 85, 49","4","16581669"
"44, 11, 46, 29, 50, 13, 73, 74, 28, 43, 69, 100, 68, 87, 41, 12, 93, 55, 99, 86, 40, 88, 56, 39, 33, 26, 58, 9, 1, 66, 90, 95, 76, 80, 92, 64, 53, 60, 62, 81, 5, 8, 65, 3, 24, 89, 98, 6, 51, 14, 45, 36, 15, 10, 27, 57, 21, 34, 84, 59, 83, 97, 52, 4, 30, 20, 38, 18, 78, 54, 79, 94, 22, 77, 71, 35, 19, 61, 16, 31, 2, 63, 25, 96, 42, 67, 85, 47, 7, 82, 37, 72, 75, 32, 48, 17, 70, 23, 91, 49","72, 54, 50, 51, 42, 85, 38, 55, 5, 25, 19, 23, 98, 24, 7, 78, 82, 60, 20, 30, 91, 53, 59, 33, 77, 43, 88, 71, 21, 34, 52, 70, 41, 68, 69, 56, 18, 67, 44, 14, 39, 36, 48, 57, 28, 58, 81, 73, 6, 45, 40, 13, 63, 64, 80, 37, 16, 35, 22, 46, 75, 95, 76, 11, 29, 66, 15, 89, 97, 3, 12, 65, 84, 99, 27, 47, 86, 2, 83, 61, 94, 10, 96, 93, 31, 100, 26, 17, 32, 92, 62, 8, 90, 74, 87, 4, 49, 1, 9, 79","6","16581669"
"58, 57, 15, 34, 39, 96, 71, 79, 85, 98, 33, 86, 11, 13, 88, 14, 64, 65, 87, 23, 26, 95, 53, 74, 43, 37, 36, 40, 6, 80, 84, 68, 27, 5, 61, 91, 9, 19, 94, 100, 4, 45, 31, 47, 50, 83, 16, 28, 20, 22, 92, 99, 24, 18, 67, 2, 77, 97, 69, 72, 3, 89, 38, 12, 10, 41, 76, 66, 49, 51, 44, 62, 52, 60, 75, 55, 7, 32, 54, 78, 46, 70, 17, 42, 90, 30, 29, 56, 35, 1, 93, 82, 25, 48, 59, 21, 8, 73, 63, 81","99, 16, 44, 45, 4, 32, 49, 73, 38, 11, 75, 70, 58, 71, 92, 33, 24, 96, 81, 59, 95, 15, 63, 13, 37, 26, 21, 34, 98, 84, 17, 47, 43, 61, 80, 12, 25, 90, 41, 1, 2, 67, 22, 30, 79, 28, 7, 83, 53, 35, 85, 23, 14, 91, 10, 50, 27, 65, 29, 57, 6, 72, 62, 18, 51, 56, 94, 76, 100, 64, 74, 82, 54, 69, 19, 20, 36, 93, 86, 3, 39, 87, 46, 60, 97, 48, 52, 89, 88, 40, 77, 42, 9, 55, 5, 68, 78, 8, 66, 31","7","16581669"
"67, 40, 44, 42, 23, 24, 78, 76, 51, 21, 75, 13, 69, 88, 4, 100, 94, 11, 37, 98, 92, 77, 15, 27, 7, 85, 25, 45, 79, 52, 9, 82, 31, 43, 16, 64, 60, 29, 84, 89, 41, 1, 71, 65, 48, 30, 93, 55, 61, 74, 54, 28, 80, 2, 22, 83, 97, 72, 26, 10, 19, 56, 66, 96, 73, 53, 36, 20, 63, 34, 6, 68, 99, 95, 38, 91, 86, 87, 5, 8, 46, 70, 90, 18, 17, 59, 12, 47, 81, 32, 50, 57, 3, 39, 14, 49, 58, 33, 35, 62","69, 84, 65, 47, 53, 27, 89, 17, 1, 38, 98, 51, 28, 64, 7, 52, 82, 31, 72, 14, 80, 59, 73, 3, 22, 18, 60, 11, 93, 55, 15, 24, 63, 83, 42, 44, 66, 40, 13, 10, 36, 49, 62, 77, 33, 78, 57, 56, 85, 8, 99, 79, 32, 37, 94, 41, 92, 75, 19, 5, 43, 29, 74, 50, 23, 54, 34, 26, 61, 16, 39, 25, 58, 4, 95, 9, 90, 45, 21, 70, 76, 6, 87, 71, 88, 46, 81, 68, 35, 67, 2, 91, 97, 48, 20, 30, 86, 96, 12, 100","4","16581669"
"30, 72, 55, 5, 67, 80, 73, 91, 25, 70, 86, 45, 71, 3, 11, 23, 44, 33, 32, 68, 84, 64, 51, 6, 60, 65, 14, 18, 52, 59, 54, 97, 10, 13, 8, 100, 46, 56, 35, 17, 42, 90, 49, 40, 92, 82, 85, 94, 89, 21, 78, 22, 75, 76, 66, 16, 31, 27, 4, 53, 74, 7, 28, 41, 1, 87, 79, 83, 43, 81, 58, 96, 50, 95, 26, 38, 19, 88, 48, 39, 57, 36, 29, 61, 63, 15, 9, 2, 98, 69, 62, 37, 47, 12, 20, 34, 24, 99, 77, 93","14, 42, 32, 24, 96, 72, 79, 46, 99, 49, 71, 82, 57, 10, 84, 78, 39, 7, 93, 66, 37, 81, 6, 1, 21, 41, 91, 77, 20, 67, 23, 34, 63, 56, 52, 45, 47, 92, 26, 68, 5, 97, 55, 31, 4, 54, 100, 29, 2, 11, 8, 9, 30, 60, 44, 75, 25, 35, 58, 85, 61, 94, 19, 43, 65, 13, 98, 27, 59, 64, 36, 83, 51, 3, 48, 28, 12, 74, 33, 38, 87, 76, 17, 40, 88, 18, 90, 70, 62, 86, 89, 73, 80, 69, 95, 16, 22, 53, 50, 15","4","16581669"
"58, 64, 61, 79, 14, 78, 52, 10, 39, 44, 37, 13, 23, 2, 80, 67, 48, 94, 30, 34, 89, 4, 54, 43, 35, 19, 75, 96, 51, 70, 87, 91, 60, 62, 18, 49, 28, 1, 53, 50, 41, 22, 98, 86, 73, 63, 26, 25, 9, 11, 97, 17, 88, 74, 83, 40, 90, 24, 56, 38, 46, 71, 69, 100, 66, 47, 12, 99, 5, 16, 8, 29, 31, 76, 6, 68, 36, 45, 27, 55, 84, 20, 42, 33, 15, 82, 21, 92, 65, 81, 77, 72, 32, 95, 3, 85, 93, 7, 57, 59","98, 36, 81, 47, 42, 30, 94, 53, 66, 99, 95, 89, 97, 17, 14, 70, 9, 43, 12, 46, 96, 18, 25, 3, 93, 52, 67, 61, 34, 35, 37, 5, 68, 69, 82, 8, 83, 59, 44, 2, 63, 23, 10, 56, 22, 49, 31, 71, 79, 88, 100, 57, 4, 39, 80, 78, 85, 74, 75, 65, 16, 76, 13, 54, 84, 28, 86, 62, 60, 20, 1, 15, 87, 92, 41, 58, 29, 19, 26, 73, 48, 32, 11, 72, 55, 27, 91, 90, 24, 45, 40, 33, 21, 77, 50, 38, 51, 6, 7, 64","2","16581669"
"41, 9, 27, 48, 73, 65, 32, 29, 96, 42, 7, 33, 64, 1, 44, 75, 14, 54, 18, 94, 78, 88, 22, 46, 91, 12, 74, 84, 3, 76, 83, 11, 40, 25, 38, 59, 35, 23, 81, 97, 68, 92, 55, 4, 82, 53, 15, 34, 8, 99, 20, 72, 28, 61, 39, 98, 86, 60, 37, 45, 52, 24, 2, 10, 90, 13, 5, 30, 80, 79, 6, 62, 49, 31, 87, 89, 77, 56, 26, 47, 95, 70, 100, 93, 51, 50, 58, 85, 71, 19, 66, 57, 67, 16, 43, 63, 21, 36, 69, 17","71, 21, 34, 24, 78, 96, 45, 2, 10, 58, 74, 40, 97, 84, 18, 89, 60, 30, 52, 77, 81, 1, 41, 63, 68, 75, 83, 44, 43, 13, 56, 92, 9, 70, 95, 76, 7, 38, 8, 17, 61, 36, 42, 31, 19, 16, 73, 15, 72, 12, 55, 87, 80, 20, 53, 48, 29, 65, 27, 82, 26, 88, 37, 93, 94, 3, 90, 79, 69, 59, 67, 4, 85, 46, 23, 28, 64, 25, 100, 50, 47, 11, 98, 54, 57, 49, 62, 32, 35, 6, 51, 14, 5, 22, 91, 39, 33, 86, 99, 66","4","16581669"
"68, 93, 23, 40, 17, 4, 80, 86, 91, 19, 18, 3, 66, 8, 73, 71, 60, 52, 42, 43, 13, 59, 36, 87, 70, 72, 75, 22, 61, 2, 77, 98, 62, 10, 65, 47, 64, 94, 85, 35, 34, 32, 6, 78, 28, 44, 63, 67, 39, 84, 38, 9, 25, 41, 82, 48, 81, 14, 16, 12, 56, 26, 27, 45, 46, 95, 90, 55, 99, 50, 100, 21, 69, 53, 88, 30, 97, 51, 31, 1, 5, 20, 76, 83, 58, 7, 11, 54, 74, 33, 96, 49, 15, 24, 89, 29, 57, 37, 92, 79","42, 1, 81, 52, 21, 35, 9, 36, 88, 4, 39, 68, 17, 63, 82, 46, 67, 79, 70, 66, 77, 98, 5, 13, 50, 62, 8, 78, 33, 30, 15, 89, 61, 51, 2, 92, 41, 38, 22, 34, 83, 43, 3, 24, 65, 74, 64, 37, 49, 99, 6, 16, 76, 54, 96, 94, 18, 7, 69, 97, 14, 71, 72, 48, 40, 57, 55, 53, 31, 58, 84, 87, 59, 45, 20, 25, 10, 80, 93, 29, 56, 100, 75, 91, 11, 90, 26, 27, 12, 32, 44, 85, 23, 60, 95, 19, 86, 28, 47, 73","4","16581669"
"42, 72, 41, 8, 89, 65, 87, 38, 86, 69, 3, 2, 26, 22, 20, 5, 37, 32, 62, 54, 63, 31, 96, 47, 97, 17, 77, 78, 51, 95, 56, 67, 73, 24, 21, 1, 100, 49, 75, 80, 25, 46, 10, 23, 90, 11, 52, 82, 43, 36, 94, 50, 29, 88, 57, 74, 76, 99, 59, 68, 40, 81, 85, 13, 48, 39, 60, 19, 6, 93, 4, 16, 64, 98, 12, 9, 84, 71, 35, 66, 44, 14, 33, 45, 61, 92, 53, 28, 70, 15, 55, 79, 27, 30, 34, 58, 7, 18, 91, 83","58, 6, 2, 69, 62, 31, 14, 61, 27, 42, 45, 74, 64, 86, 92, 90, 53, 75, 67, 25, 79, 94, 30, 78, 60, 73, 51, 19, 36, 50, 24, 1, 23, 76, 87, 5, 16, 68, 91, 9, 52, 49, 65, 71, 66, 20, 35, 41, 11, 83, 84, 38, 47, 54, 37, 72, 13, 70, 15, 21, 96, 63, 4, 57, 39, 81, 77, 59, 48, 7, 85, 34, 97, 56, 17, 43, 33, 3, 40, 88, 93, 8, 82, 80, 98, 46, 28, 89, 18, 22, 10, 95, 55, 100, 99, 29, 12, 44, 26, 32","3","16581669"
"57, 21, 26, 47, 9, 95, 36, 48, 90, 22, 76, 45, 20, 19, 87, 98, 100, 30, 72, 54, 29, 18, 11, 10, 1, 85, 61, 58, 71, 49, 62, 81, 27, 97, 53, 42, 80, 37, 82, 31, 84, 50, 52, 2, 5, 55, 93, 89, 46, 75, 68, 4, 32, 86, 66, 83, 67, 60, 41, 34, 51, 43, 15, 14, 73, 40, 74, 17, 63, 77, 25, 96, 88, 59, 35, 44, 16, 79, 94, 24, 78, 13, 6, 7, 28, 64, 70, 3, 92, 56, 91, 65, 33, 38, 23, 39, 69, 12, 8, 99","6, 55, 16, 88, 50, 49, 91, 44, 70, 29, 60, 15, 48, 31, 54, 69, 96, 51, 46, 52, 63, 72, 18, 8, 41, 3, 14, 28, 30, 85, 76, 13, 67, 7, 58, 5, 93, 36, 12, 83, 37, 39, 64, 82, 78, 75, 87, 97, 68, 74, 79, 9, 21, 94, 100, 53, 57, 56, 61, 45, 47, 99, 66, 90, 71, 80, 17, 27, 10, 40, 43, 84, 33, 62, 59, 26, 89, 81, 38, 65, 34, 32, 35, 42, 92, 23, 1, 77, 25, 98, 24, 4, 22, 86, 73, 19, 11, 20, 2, 95","4","16581669"
"92, 13, 63, 56, 88, 69, 55, 90, 1, 98, 96, 39, 51, 14, 86, 91, 81, 34, 87, 84, 22, 37, 76, 100, 99, 42, 52, 65, 66, 26, 32, 72, 68, 38, 54, 4, 23, 35, 85, 28, 40, 83, 80, 30, 82, 12, 47, 18, 49, 79, 70, 62, 43, 36, 93, 57, 8, 3, 61, 29, 33, 31, 95, 60, 7, 75, 71, 6, 2, 19, 46, 77, 59, 41, 15, 48, 24, 64, 10, 5, 25, 67, 44, 94, 45, 9, 58, 78, 53, 50, 73, 74, 97, 21, 20, 11, 27, 89, 17, 16","14, 88, 80, 84, 54, 66, 19, 58, 50, 35, 28, 31, 42, 39, 65, 57, 77, 21, 41, 62, 4, 94, 24, 52, 36, 38, 64, 71, 17, 12, 85, 97, 74, 83, 96, 79, 60, 30, 18, 29, 48, 10, 37, 20, 75, 78, 9, 7, 32, 91, 76, 13, 22, 5, 82, 43, 11, 46, 81, 99, 8, 100, 93, 59, 53, 86, 16, 44, 67, 27, 69, 34, 6, 1, 87, 92, 15, 73, 89, 25, 49, 47, 51, 63, 90, 33, 70, 56, 23, 55, 26, 40, 95, 45, 3, 72, 98, 61, 2, 68","3","16581669"
"41, 26, 96, 81, 4, 62, 9, 88, 53, 2, 32, 7, 93, 74, 72, 66, 11, 84, 23, 21, 5, 63, 57, 89, 82, 34, 77, 94, 85, 30, 51, 83, 3, 45, 60, 48, 49, 15, 8, 36, 42, 67, 6, 52, 76, 87, 10, 24, 27, 18, 99, 46, 1, 20, 16, 56, 13, 70, 39, 59, 73, 79, 97, 78, 68, 64, 54, 17, 29, 47, 86, 91, 55, 58, 28, 98, 14, 90, 38, 69, 71, 19, 31, 50, 80, 92, 44, 35, 37, 22, 40, 25, 43, 12, 100, 61, 95, 75, 33, 65","71, 45, 47, 18, 77, 10, 98, 52, 6, 97, 3, 89, 1, 100, 66, 67, 12, 21, 28, 20, 60, 54, 51, 82, 46, 14, 29, 38, 25, 81, 74, 92, 43, 95, 87, 22, 42, 35, 13, 41, 79, 2, 31, 17, 93, 44, 63, 48, 96, 32, 9, 4, 72, 88, 11, 61, 78, 69, 91, 19, 55, 23, 58, 80, 64, 57, 24, 33, 27, 73, 39, 70, 68, 86, 62, 65, 40, 84, 8, 99, 75, 59, 16, 53, 90, 83, 34, 49, 15, 36, 7, 26, 56, 37, 76, 94, 30, 5, 50, 85","3","16581669"
"39, 99, 60, 26, 10, 84, 54, 69, 98, 17, 7, 9, 52, 3, 13, 29, 14, 48, 73, 46, 32, 64, 74, 42, 15, 24, 61, 51, 91, 67, 76, 4, 56, 35, 78, 80, 23, 97, 93, 59, 12, 47, 8, 96, 19, 90, 65, 86, 66, 62, 81, 25, 30, 83, 16, 31, 71, 49, 53, 37, 63, 21, 55, 20, 68, 72, 89, 5, 57, 22, 18, 33, 79, 6, 27, 77, 87, 95, 70, 28, 45, 88, 11, 50, 82, 94, 75, 100, 44, 38, 40, 2, 92, 34, 43, 36, 41, 1, 85, 58","62, 29, 35, 17, 82, 56, 76, 73, 15, 14, 23, 4, 25, 90, 41, 69, 80, 93, 67, 12, 47, 51, 49, 54, 1, 60, 74, 18, 7, 94, 8, 84, 37, 50, 13, 99, 68, 88, 27, 61, 43, 95, 10, 31, 79, 11, 71, 81, 77, 5, 20, 86, 100, 28, 78, 66, 34, 36, 55, 89, 3, 92, 59, 46, 38, 26, 58, 48, 42, 57, 53, 39, 98, 21, 30, 33, 6, 64, 83, 75, 44, 65, 9, 2, 22, 24, 96, 91, 52, 97, 87, 85, 16, 45, 72, 63, 19, 32, 40, 70","2","16581669"
"7, 68, 99, 63, 27, 95, 86, 67, 66, 3, 76, 59, 75, 42, 1, 46, 36, 22, 50, 44, 85, 52, 11, 56, 82, 80, 90, 62, 51, 78, 38, 79, 84, 54, 30, 5, 24, 12, 31, 40, 70, 35, 100, 83, 89, 77, 10, 41, 48, 39, 97, 58, 94, 93, 61, 14, 73, 15, 53, 55, 49, 19, 91, 60, 64, 98, 25, 28, 2, 4, 33, 23, 26, 45, 87, 74, 43, 81, 20, 47, 21, 37, 29, 72, 34, 57, 6, 13, 8, 71, 16, 88, 9, 17, 69, 92, 96, 32, 18, 65","78, 28, 73, 43, 38, 18, 66, 1, 14, 17, 48, 26, 76, 92, 31, 19, 68, 39, 11, 42, 12, 84, 87, 23, 57, 82, 83, 54, 47, 99, 41, 97, 40, 96, 32, 61, 6, 98, 95, 100, 4, 59, 9, 36, 70, 91, 72, 60, 55, 35, 16, 75, 69, 56, 79, 51, 13, 90, 37, 33, 85, 2, 58, 3, 63, 77, 65, 22, 24, 21, 15, 81, 89, 74, 20, 64, 86, 80, 30, 62, 93, 67, 71, 53, 45, 34, 7, 94, 10, 8, 5, 25, 46, 88, 49, 27, 52, 50, 44, 29","4","16581669"
"13, 3, 54, 6, 53, 72, 61, 37, 28, 36, 9, 69, 33, 88, 43, 30, 17, 24, 51, 59, 42, 91, 47, 16, 98, 64, 63, 19, 22, 39, 48, 78, 65, 93, 52, 27, 15, 49, 21, 46, 45, 68, 99, 62, 82, 79, 20, 34, 83, 35, 94, 66, 41, 89, 7, 58, 11, 97, 29, 55, 70, 31, 38, 32, 92, 71, 18, 40, 84, 57, 56, 1, 50, 90, 80, 60, 96, 86, 25, 75, 26, 14, 44, 73, 5, 8, 87, 81, 10, 100, 76, 74, 77, 85, 67, 23, 4, 95, 12, 2","75, 15, 86, 50, 97, 5, 6, 49, 99, 73, 34, 65, 13, 95, 88, 46, 37, 76, 19, 78, 23, 26, 70, 11, 27, 25, 62, 7, 30, 72, 22, 40, 84, 69, 74, 54, 35, 68, 100, 60, 85, 67, 8, 89, 21, 98, 9, 38, 10, 82, 36, 12, 3, 79, 93, 20, 96, 33, 41, 64, 31, 71, 4, 47, 28, 55, 66, 81, 17, 80, 91, 43, 77, 2, 52, 42, 44, 53, 92, 94, 57, 18, 87, 24, 1, 58, 59, 16, 83, 29, 39, 90, 61, 14, 48, 45, 32, 63, 51, 56","8","16581669"
"62, 15, 75, 28, 44, 11, 71, 33, 82, 12, 55, 70, 30, 23, 73, 57, 47, 5, 97, 42, 56, 78, 96, 31, 88, 37, 8, 89, 99, 53, 41, 68, 25, 27, 46, 87, 60, 100, 24, 1, 21, 86, 16, 69, 32, 35, 51, 67, 64, 65, 92, 43, 48, 98, 84, 61, 34, 66, 54, 10, 13, 59, 50, 3, 14, 18, 91, 90, 39, 81, 40, 74, 85, 4, 7, 38, 45, 80, 36, 58, 26, 9, 95, 29, 2, 79, 83, 72, 19, 63, 93, 6, 22, 94, 49, 77, 17, 76, 20, 52","55, 60, 59, 3, 72, 12, 27, 41, 85, 49, 47, 29, 84, 80, 37, 69, 44, 38, 42, 76, 54, 46, 52, 79, 32, 92, 21, 63, 11, 62, 50, 70, 86, 57, 14, 17, 26, 67, 58, 56, 28, 34, 83, 68, 61, 15, 71, 73, 33, 94, 82, 91, 13, 100, 96, 24, 2, 5, 6, 20, 4, 93, 30, 89, 66, 95, 40, 88, 51, 25, 78, 87, 16, 35, 97, 64, 10, 31, 22, 39, 45, 8, 18, 75, 36, 65, 99, 19, 43, 7, 98, 77, 9, 81, 23, 53, 48, 1, 74, 90","3","16581669"
"91, 31, 5, 15, 81, 87, 4, 27, 22, 61, 98, 94, 80, 43, 3, 54, 62, 83, 79, 74, 86, 95, 70, 6, 48, 97, 25, 44, 72, 35, 57, 2, 88, 10, 49, 20, 40, 26, 56, 8, 52, 45, 32, 42, 69, 58, 36, 90, 78, 28, 59, 14, 75, 64, 47, 68, 76, 38, 50, 53, 84, 39, 24, 18, 23, 1, 65, 11, 55, 9, 12, 46, 96, 30, 93, 19, 33, 41, 21, 63, 100, 17, 73, 13, 82, 92, 71, 29, 7, 37, 77, 99, 16, 51, 34, 67, 85, 60, 66, 89","16, 76, 1, 22, 86, 68, 15, 67, 62, 13, 84, 27, 54, 53, 43, 8, 80, 34, 26, 19, 31, 79, 64, 51, 32, 36, 88, 99, 70, 90, 29, 40, 57, 5, 91, 100, 73, 50, 11, 12, 17, 66, 41, 33, 65, 9, 63, 24, 83, 94, 61, 93, 72, 44, 39, 92, 52, 3, 45, 87, 4, 46, 23, 38, 6, 42, 58, 75, 7, 97, 71, 25, 14, 77, 89, 37, 96, 69, 20, 30, 21, 28, 35, 98, 48, 95, 47, 56, 55, 60, 18, 49, 81, 10, 78, 85, 2, 82, 59, 74","4","16581669"
"69, 50, 42, 11, 57, 68, 46, 89, 78, 2, 44, 95, 97, 87, 35, 79, 100, 18, 13, 63, 33, 98, 55, 64, 1, 7, 99, 39, 92, 24, 19, 93, 56, 23, 61, 8, 47, 32, 34, 26, 67, 73, 94, 40, 10, 20, 66, 77, 71, 25, 65, 9, 75, 27, 83, 31, 48, 91, 86, 96, 59, 4, 70, 37, 43, 17, 51, 72, 76, 3, 15, 6, 5, 82, 45, 60, 84, 41, 22, 85, 21, 12, 29, 74, 90, 38, 58, 88, 30, 14, 28, 52, 54, 62, 81, 16, 49, 53, 80, 36","21, 56, 27, 9, 78, 16, 38, 54, 79, 7, 43, 64, 52, 40, 75, 97, 26, 67, 100, 1, 39, 72, 42, 11, 77, 82, 68, 90, 95, 74, 28, 63, 44, 33, 99, 84, 83, 73, 49, 31, 48, 98, 65, 87, 88, 10, 81, 89, 24, 70, 12, 45, 61, 19, 46, 41, 94, 53, 93, 30, 57, 14, 85, 6, 17, 37, 23, 47, 5, 25, 62, 91, 55, 34, 80, 3, 15, 51, 50, 59, 8, 32, 71, 29, 76, 20, 13, 96, 58, 69, 60, 92, 66, 2, 4, 86, 36, 18, 22, 35","4","16581669"
"37, 87, 94, 97, 28, 15, 21, 89, 23, 13, 29, 9, 43, 77, 20, 80, 49, 99, 73, 7, 36, 76, 5, 11, 45, 46, 17, 10, 44, 38, 27, 34, 71, 61, 8, 92, 19, 75, 90, 79, 69, 25, 64, 93, 12, 35, 62, 32, 82, 88, 81, 96, 47, 85, 33, 95, 83, 59, 48, 26, 66, 40, 18, 16, 2, 70, 50, 1, 63, 68, 14, 39, 72, 67, 51, 22, 65, 55, 78, 6, 74, 54, 57, 91, 86, 100, 53, 60, 98, 58, 56, 30, 42, 3, 31, 84, 4, 41, 24, 52","59, 15, 65, 91, 25, 41, 53, 23, 68, 62, 34, 50, 90, 4, 61, 36, 6, 89, 97, 87, 7, 75, 16, 46, 37, 79, 66, 93, 92, 69, 64, 80, 5, 95, 47, 8, 22, 85, 48, 40, 45, 74, 82, 78, 88, 9, 3, 67, 73, 60, 96, 29, 71, 18, 14, 32, 43, 24, 58, 57, 35, 49, 54, 30, 98, 76, 28, 21, 51, 38, 17, 56, 55, 11, 12, 70, 27, 72, 39, 13, 84, 10, 20, 1, 63, 42, 26, 77, 94, 2, 99, 52, 86, 44, 19, 100, 81, 33, 83, 31","3","16581669"
"70, 65, 76, 78, 87, 68, 8, 6, 52, 83, 85, 81, 5, 88, 84, 34, 72, 97, 36, 94, 98, 1, 31, 73, 75, 71, 29, 11, 32, 53, 66, 46, 45, 49, 48, 77, 69, 51, 61, 24, 2, 20, 23, 79, 64, 17, 57, 50, 82, 74, 9, 27, 3, 58, 95, 89, 62, 54, 67, 41, 80, 10, 44, 99, 12, 93, 15, 100, 96, 59, 63, 22, 25, 90, 26, 35, 43, 33, 42, 4, 16, 39, 60, 92, 40, 13, 47, 7, 21, 19, 28, 38, 56, 86, 14, 55, 18, 37, 30, 91","42, 67, 66, 46, 27, 8, 26, 87, 99, 9, 12, 76, 91, 33, 16, 59, 57, 32, 97, 52, 92, 45, 29, 50, 11, 34, 55, 60, 100, 51, 6, 77, 21, 62, 22, 74, 2, 78, 35, 13, 72, 82, 36, 39, 4, 65, 19, 86, 58, 73, 49, 28, 71, 56, 98, 37, 83, 10, 3, 96, 75, 1, 41, 85, 44, 54, 17, 31, 24, 61, 40, 25, 7, 14, 5, 90, 47, 95, 79, 69, 68, 84, 80, 20, 23, 18, 63, 93, 89, 94, 81, 30, 43, 48, 53, 15, 88, 38, 70, 64","4","16581669"
"80, 74, 73, 60, 18, 24, 88, 67, 41, 84, 90, 89, 42, 23, 32, 95, 97, 82, 15, 45, 92, 31, 54, 19, 2, 10, 85, 26, 16, 94, 57, 71, 65, 55, 96, 83, 8, 66, 1, 28, 64, 43, 3, 77, 4, 6, 36, 91, 12, 29, 53, 7, 40, 37, 5, 20, 22, 72, 51, 81, 56, 59, 11, 98, 50, 69, 75, 79, 9, 68, 93, 14, 25, 58, 52, 27, 17, 76, 47, 78, 30, 63, 48, 99, 46, 33, 35, 38, 44, 49, 87, 61, 34, 62, 100, 21, 13, 86, 39, 70","57, 75, 17, 33, 7, 65, 19, 28, 60, 44, 71, 58, 72, 1, 39, 41, 30, 76, 78, 14, 31, 70, 22, 43, 12, 34, 62, 51, 53, 45, 80, 16, 52, 3, 24, 68, 32, 4, 6, 83, 67, 56, 21, 10, 8, 50, 15, 11, 74, 48, 97, 61, 59, 90, 18, 46, 20, 82, 88, 64, 25, 98, 38, 47, 49, 66, 95, 77, 37, 55, 13, 54, 69, 96, 87, 26, 94, 2, 86, 35, 40, 100, 27, 73, 63, 84, 93, 42, 36, 81, 99, 92, 79, 85, 89, 23, 91, 9, 29, 5","9","16581669"
"90, 8, 69, 11, 60, 28, 56, 25, 10, 72, 88, 12, 59, 1, 86, 61, 58, 76, 71, 18, 50, 64, 6, 46, 15, 52, 38, 42, 99, 97, 70, 49, 19, 63, 45, 31, 85, 37, 3, 5, 40, 39, 36, 77, 81, 26, 2, 14, 27, 9, 20, 67, 91, 41, 66, 55, 17, 94, 29, 7, 16, 74, 22, 62, 21, 54, 57, 51, 87, 84, 93, 82, 35, 53, 13, 92, 33, 47, 98, 73, 79, 48, 83, 44, 75, 34, 4, 95, 80, 89, 43, 100, 68, 24, 96, 23, 32, 30, 78, 65","45, 64, 74, 59, 4, 57, 30, 56, 58, 18, 61, 76, 43, 86, 42, 80, 77, 35, 96, 60, 68, 73, 63, 81, 19, 88, 87, 36, 92, 99, 26, 14, 32, 8, 51, 24, 44, 41, 62, 53, 47, 22, 91, 16, 69, 100, 95, 85, 38, 67, 66, 11, 48, 89, 82, 39, 46, 34, 40, 70, 98, 79, 71, 65, 90, 50, 93, 83, 52, 78, 1, 9, 31, 72, 54, 94, 12, 7, 20, 5, 27, 84, 13, 97, 10, 28, 29, 37, 15, 2, 23, 3, 55, 21, 75, 6, 25, 17, 49, 33","4","16581669"
"58, 23, 79, 62, 44, 95, 84, 92, 97, 93, 3, 36, 14, 29, 9, 47, 98, 12, 50, 70, 19, 54, 21, 65, 63, 6, 7, 100, 90, 22, 67, 26, 74, 40, 68, 53, 16, 11, 2, 86, 5, 81, 72, 75, 76, 99, 20, 13, 91, 96, 15, 89, 80, 43, 51, 88, 77, 30, 27, 41, 24, 78, 60, 59, 61, 32, 48, 64, 73, 52, 1, 17, 85, 55, 56, 10, 69, 38, 4, 35, 37, 34, 71, 49, 31, 25, 42, 82, 18, 46, 28, 45, 83, 94, 87, 57, 66, 39, 33, 8","56, 39, 14, 25, 61, 40, 34, 33, 6, 50, 13, 83, 82, 87, 28, 66, 57, 24, 81, 99, 62, 47, 29, 52, 94, 74, 72, 11, 10, 89, 95, 97, 22, 45, 44, 37, 80, 75, 38, 68, 85, 43, 21, 55, 58, 46, 15, 36, 93, 7, 65, 8, 98, 73, 17, 18, 88, 42, 1, 76, 3, 23, 30, 41, 51, 100, 49, 79, 20, 9, 70, 19, 16, 12, 84, 96, 35, 91, 53, 59, 48, 2, 31, 32, 5, 54, 77, 26, 27, 69, 60, 4, 63, 67, 71, 92, 64, 86, 78, 90","3","16581669"
