"sigma_o","sigma_x","Number of Components","Seed"
"8, 16, 62, 23, 45, 17, 49, 59, 30, 75, 50, 47, 69, 29, 40, 54, 55, 64, 63, 60, 44, 51, 42, 43, 61, 4, 34, 18, 20, 27, 33, 10, 46, 37, 70, 15, 21, 12, 41, 13, 38, 35, 58, 7, 53, 56, 36, 39, 67, 11, 73, 26, 24, 57, 65, 1, 22, 72, 28, 52, 68, 19, 9, 48, 14, 6, 32, 25, 74, 66, 3, 31, 5, 71, 2","31, 8, 46, 75, 69, 23, 59, 14, 74, 45, 53, 11, 68, 47, 16, 40, 30, 58, 9, 49, 43, 66, 55, 52, 4, 61, 73, 67, 21, 50, 65, 51, 10, 62, 2, 33, 37, 19, 24, 27, 39, 13, 15, 56, 26, 20, 6, 41, 38, 64, 36, 72, 17, 25, 54, 57, 1, 7, 32, 35, 3, 70, 48, 71, 22, 44, 29, 5, 42, 63, 28, 18, 34, 12, 60","4","7325547"
"6, 8, 40, 26, 49, 54, 68, 45, 14, 48, 24, 55, 52, 42, 74, 23, 50, 58, 59, 13, 75, 56, 69, 12, 38, 71, 18, 57, 64, 39, 37, 27, 7, 47, 72, 31, 17, 9, 35, 66, 4, 10, 36, 16, 5, 60, 15, 28, 53, 20, 73, 2, 21, 41, 51, 11, 33, 61, 25, 65, 44, 46, 29, 3, 70, 62, 19, 30, 43, 63, 1, 34, 67, 32, 22","52, 1, 75, 29, 30, 59, 25, 4, 37, 14, 15, 40, 26, 53, 18, 44, 70, 11, 22, 6, 38, 31, 62, 8, 20, 66, 5, 16, 21, 7, 51, 39, 67, 46, 69, 42, 19, 45, 73, 54, 68, 47, 10, 71, 74, 33, 13, 23, 48, 60, 24, 34, 63, 32, 35, 43, 49, 57, 58, 56, 2, 28, 36, 55, 64, 9, 72, 27, 41, 50, 3, 61, 65, 12, 17","3","7325547"
"40, 64, 24, 73, 65, 72, 74, 5, 18, 30, 52, 16, 8, 58, 48, 4, 26, 54, 14, 32, 23, 1, 59, 34, 56, 46, 9, 43, 67, 38, 2, 71, 3, 75, 53, 66, 69, 51, 31, 12, 13, 47, 44, 11, 61, 68, 29, 70, 60, 21, 27, 50, 57, 20, 7, 42, 19, 22, 17, 15, 63, 25, 33, 55, 37, 35, 39, 62, 45, 41, 6, 28, 36, 49, 10","14, 66, 20, 22, 26, 69, 30, 19, 64, 47, 29, 51, 37, 61, 28, 39, 44, 53, 56, 42, 63, 18, 68, 33, 70, 59, 52, 34, 36, 16, 4, 25, 65, 72, 13, 27, 57, 67, 49, 35, 24, 1, 73, 17, 40, 8, 46, 54, 62, 50, 74, 23, 58, 7, 41, 71, 5, 75, 3, 60, 10, 2, 11, 6, 43, 55, 12, 45, 9, 38, 32, 15, 21, 31, 48","5","7325547"
"29, 2, 27, 50, 72, 73, 15, 43, 45, 38, 4, 59, 11, 69, 68, 55, 52, 17, 20, 75, 37, 49, 41, 42, 24, 39, 35, 61, 32, 30, 62, 70, 40, 14, 10, 63, 67, 5, 46, 48, 64, 25, 19, 6, 1, 36, 28, 33, 16, 21, 18, 60, 12, 74, 13, 47, 31, 44, 58, 66, 34, 23, 8, 7, 22, 65, 3, 71, 51, 53, 54, 56, 57, 9, 26","35, 27, 46, 72, 47, 49, 7, 16, 38, 15, 34, 74, 36, 41, 50, 13, 31, 33, 28, 58, 17, 21, 65, 25, 54, 32, 70, 63, 56, 67, 37, 23, 14, 18, 1, 3, 75, 51, 61, 2, 48, 12, 30, 8, 19, 11, 64, 53, 39, 69, 22, 62, 71, 52, 60, 5, 57, 68, 40, 9, 73, 26, 44, 43, 20, 42, 29, 55, 10, 6, 45, 4, 24, 66, 59","3","7325547"
"14, 3, 49, 40, 73, 18, 4, 35, 24, 53, 50, 68, 56, 39, 60, 23, 36, 34, 58, 46, 74, 15, 61, 11, 32, 37, 66, 25, 65, 75, 8, 57, 9, 70, 47, 5, 67, 2, 31, 29, 28, 27, 22, 44, 71, 48, 10, 33, 38, 54, 59, 16, 20, 13, 45, 64, 19, 63, 43, 52, 42, 26, 21, 41, 55, 12, 69, 72, 1, 17, 62, 7, 30, 6, 51","57, 45, 61, 22, 21, 38, 55, 3, 62, 17, 47, 42, 10, 2, 29, 64, 59, 24, 66, 18, 48, 16, 60, 7, 70, 43, 31, 72, 39, 56, 12, 58, 53, 34, 46, 13, 65, 19, 30, 49, 71, 63, 14, 6, 1, 11, 74, 20, 54, 37, 8, 26, 73, 32, 9, 51, 35, 52, 23, 44, 75, 27, 68, 28, 4, 36, 67, 25, 5, 15, 69, 41, 40, 33, 50","7","7325547"
"71, 45, 56, 48, 40, 5, 44, 35, 52, 67, 30, 43, 22, 62, 68, 32, 63, 19, 66, 38, 41, 42, 10, 61, 65, 7, 58, 74, 20, 73, 14, 4, 33, 21, 9, 50, 55, 8, 3, 16, 57, 36, 17, 12, 29, 72, 31, 39, 69, 59, 2, 26, 46, 54, 60, 49, 6, 15, 27, 24, 25, 51, 13, 53, 1, 37, 75, 70, 47, 28, 18, 34, 11, 23, 64","30, 2, 69, 74, 35, 71, 46, 40, 41, 16, 23, 68, 13, 29, 36, 31, 38, 48, 63, 73, 4, 43, 1, 54, 25, 61, 26, 56, 27, 12, 70, 75, 6, 45, 33, 19, 18, 21, 53, 66, 52, 37, 58, 3, 24, 55, 49, 17, 67, 44, 28, 8, 62, 39, 14, 7, 34, 11, 65, 50, 22, 32, 5, 57, 59, 10, 20, 51, 15, 42, 72, 9, 64, 60, 47","5","7325547"
"59, 46, 23, 47, 62, 21, 55, 44, 8, 38, 61, 6, 30, 11, 64, 72, 57, 1, 19, 5, 17, 50, 9, 51, 34, 16, 22, 14, 73, 53, 41, 20, 54, 10, 18, 31, 42, 52, 3, 29, 2, 66, 75, 74, 39, 40, 24, 7, 56, 35, 27, 69, 65, 60, 25, 48, 45, 33, 12, 32, 67, 4, 37, 15, 26, 71, 63, 36, 43, 49, 70, 28, 68, 58, 13","19, 23, 35, 42, 38, 8, 46, 61, 24, 32, 22, 68, 12, 34, 13, 55, 48, 70, 39, 53, 21, 52, 65, 31, 59, 25, 15, 20, 29, 2, 58, 57, 63, 62, 75, 26, 10, 37, 54, 67, 14, 74, 43, 30, 64, 33, 7, 71, 47, 17, 16, 41, 11, 1, 3, 5, 27, 18, 36, 56, 40, 51, 9, 50, 69, 45, 44, 49, 60, 4, 72, 6, 28, 66, 73","5","7325547"
"33, 50, 41, 1, 16, 68, 29, 67, 65, 25, 60, 27, 5, 21, 18, 47, 17, 22, 20, 37, 32, 73, 40, 30, 13, 7, 11, 45, 35, 26, 38, 48, 42, 51, 57, 15, 62, 64, 71, 63, 14, 72, 19, 23, 55, 61, 2, 59, 4, 46, 44, 6, 75, 54, 3, 66, 36, 74, 8, 10, 31, 24, 34, 53, 69, 39, 28, 70, 58, 9, 56, 49, 52, 12, 43","6, 37, 11, 20, 36, 62, 40, 55, 19, 56, 5, 26, 28, 12, 30, 51, 49, 59, 22, 4, 61, 69, 63, 48, 71, 2, 53, 31, 10, 67, 46, 23, 44, 29, 47, 27, 75, 17, 72, 8, 64, 14, 41, 70, 9, 58, 33, 1, 3, 52, 7, 74, 50, 68, 57, 42, 13, 39, 73, 21, 16, 65, 45, 15, 34, 25, 38, 60, 18, 35, 66, 43, 54, 32, 24","3","7325547"
"10, 1, 6, 53, 14, 30, 25, 66, 4, 15, 75, 52, 32, 64, 68, 50, 7, 65, 31, 60, 29, 46, 23, 42, 70, 21, 54, 20, 69, 39, 5, 67, 28, 61, 37, 41, 27, 58, 16, 44, 48, 12, 2, 74, 47, 62, 45, 51, 63, 9, 36, 17, 55, 73, 49, 19, 57, 11, 56, 33, 38, 22, 26, 72, 3, 13, 71, 40, 43, 24, 8, 35, 34, 59, 18","21, 69, 9, 39, 47, 46, 59, 8, 18, 68, 1, 28, 25, 56, 72, 15, 57, 3, 32, 50, 12, 6, 60, 52, 17, 14, 36, 22, 61, 71, 53, 65, 13, 26, 70, 4, 74, 62, 66, 49, 7, 20, 37, 48, 41, 63, 42, 30, 51, 55, 64, 43, 2, 16, 19, 34, 35, 38, 67, 75, 23, 24, 40, 5, 27, 11, 31, 54, 58, 10, 29, 73, 44, 33, 45","3","7325547"
"29, 22, 40, 39, 51, 56, 23, 49, 74, 42, 62, 6, 8, 67, 17, 16, 47, 61, 52, 36, 55, 70, 15, 68, 75, 12, 71, 41, 4, 2, 19, 38, 9, 10, 28, 57, 43, 13, 21, 64, 3, 30, 37, 63, 72, 32, 26, 50, 14, 35, 54, 65, 58, 59, 31, 27, 66, 24, 18, 11, 7, 34, 1, 33, 5, 25, 53, 48, 60, 45, 46, 20, 44, 69, 73","13, 67, 15, 27, 54, 31, 46, 16, 4, 70, 36, 71, 6, 74, 22, 72, 32, 62, 58, 40, 29, 47, 61, 41, 7, 23, 37, 55, 64, 57, 75, 11, 42, 9, 39, 20, 24, 49, 44, 43, 28, 60, 8, 19, 63, 50, 34, 52, 53, 48, 66, 14, 25, 30, 73, 69, 51, 1, 21, 12, 56, 68, 2, 17, 33, 38, 45, 10, 65, 18, 59, 3, 35, 5, 26","6","7325547"
"58, 51, 38, 14, 45, 4, 72, 36, 31, 40, 64, 42, 62, 17, 53, 55, 21, 13, 6, 57, 32, 69, 26, 49, 1, 16, 56, 7, 70, 50, 15, 68, 5, 37, 52, 74, 66, 22, 54, 60, 39, 73, 11, 25, 33, 28, 67, 46, 63, 9, 20, 10, 30, 35, 65, 27, 29, 2, 24, 41, 61, 44, 71, 23, 18, 48, 3, 8, 47, 34, 12, 19, 43, 59, 75","71, 66, 20, 15, 3, 28, 39, 42, 13, 34, 9, 16, 49, 30, 11, 8, 31, 75, 7, 47, 26, 68, 56, 33, 46, 22, 65, 72, 61, 43, 29, 60, 10, 2, 40, 5, 4, 37, 69, 18, 70, 54, 73, 23, 21, 32, 36, 53, 52, 38, 63, 67, 24, 12, 62, 74, 25, 55, 41, 35, 27, 19, 64, 45, 50, 1, 17, 48, 44, 6, 58, 59, 57, 51, 14","1","7325547"
"8, 65, 1, 24, 32, 50, 52, 25, 12, 59, 60, 49, 44, 61, 13, 22, 11, 66, 72, 70, 68, 43, 69, 29, 46, 40, 41, 3, 10, 51, 67, 15, 45, 64, 37, 53, 23, 4, 27, 63, 39, 36, 28, 56, 73, 74, 48, 2, 71, 57, 38, 5, 58, 31, 16, 26, 34, 30, 75, 55, 21, 47, 20, 14, 18, 54, 33, 35, 19, 42, 62, 9, 7, 17, 6","54, 22, 12, 39, 37, 5, 43, 63, 18, 27, 64, 55, 26, 48, 17, 50, 30, 33, 32, 71, 6, 31, 56, 75, 74, 25, 35, 41, 13, 45, 53, 38, 7, 59, 16, 4, 36, 70, 51, 11, 52, 69, 72, 44, 24, 68, 62, 66, 2, 19, 9, 60, 8, 23, 58, 14, 67, 15, 46, 65, 40, 3, 34, 42, 57, 61, 47, 21, 20, 1, 28, 10, 49, 29, 73","3","7325547"
"32, 17, 53, 33, 66, 42, 38, 50, 44, 14, 39, 6, 70, 58, 22, 21, 10, 15, 26, 71, 12, 41, 28, 20, 9, 49, 7, 62, 19, 46, 56, 25, 16, 27, 48, 57, 8, 61, 18, 59, 13, 30, 63, 3, 24, 4, 1, 51, 29, 75, 31, 65, 54, 34, 73, 60, 72, 5, 64, 2, 36, 11, 69, 40, 47, 43, 37, 74, 55, 68, 35, 67, 45, 23, 52","2, 27, 8, 3, 73, 21, 42, 70, 9, 50, 64, 18, 1, 14, 66, 51, 25, 48, 34, 32, 45, 37, 74, 72, 56, 33, 41, 10, 65, 6, 30, 57, 7, 55, 44, 35, 59, 71, 49, 47, 22, 28, 31, 69, 40, 39, 36, 24, 62, 5, 46, 13, 63, 67, 23, 52, 60, 54, 68, 19, 12, 53, 43, 17, 20, 61, 29, 4, 16, 11, 15, 75, 58, 26, 38","3","7325547"
"51, 32, 29, 33, 14, 63, 2, 56, 49, 62, 71, 15, 5, 31, 74, 25, 10, 36, 44, 72, 34, 9, 6, 54, 38, 70, 45, 59, 69, 48, 43, 1, 11, 17, 66, 35, 28, 19, 39, 55, 47, 27, 18, 64, 37, 24, 73, 12, 46, 58, 50, 30, 8, 20, 40, 60, 53, 57, 75, 16, 3, 42, 67, 52, 13, 65, 23, 4, 21, 7, 41, 61, 26, 22, 68","60, 51, 30, 40, 48, 56, 42, 16, 9, 21, 66, 70, 13, 10, 41, 3, 39, 8, 58, 27, 68, 73, 63, 61, 4, 72, 11, 36, 5, 71, 38, 15, 50, 25, 65, 44, 67, 12, 37, 2, 17, 24, 54, 1, 55, 49, 18, 33, 35, 28, 32, 74, 59, 45, 53, 22, 31, 26, 57, 19, 29, 43, 14, 7, 20, 6, 75, 46, 62, 47, 23, 69, 34, 52, 64","4","7325547"
"40, 27, 48, 37, 17, 64, 36, 45, 5, 14, 25, 15, 73, 13, 30, 71, 43, 66, 70, 18, 28, 31, 3, 11, 41, 72, 63, 1, 23, 75, 22, 16, 21, 53, 4, 12, 42, 59, 34, 62, 44, 54, 52, 2, 69, 65, 7, 26, 74, 58, 67, 29, 49, 61, 55, 57, 9, 47, 56, 33, 8, 68, 35, 51, 6, 46, 32, 24, 50, 60, 19, 20, 10, 39, 38","3, 42, 65, 28, 70, 48, 60, 16, 8, 56, 33, 41, 20, 45, 34, 73, 30, 24, 69, 37, 19, 1, 75, 7, 21, 59, 55, 57, 18, 54, 68, 12, 50, 15, 64, 44, 29, 11, 61, 63, 9, 40, 53, 6, 46, 14, 10, 71, 31, 43, 62, 51, 52, 47, 49, 17, 38, 66, 23, 67, 26, 22, 39, 13, 25, 2, 36, 4, 58, 35, 32, 5, 27, 74, 72","5","7325547"
"46, 73, 28, 50, 19, 17, 37, 7, 40, 60, 32, 16, 11, 45, 18, 54, 57, 53, 62, 71, 34, 39, 2, 21, 38, 65, 48, 10, 42, 51, 15, 56, 75, 44, 49, 25, 61, 58, 1, 74, 23, 41, 6, 9, 26, 55, 33, 5, 12, 47, 63, 36, 35, 70, 72, 4, 22, 13, 20, 43, 30, 24, 68, 52, 69, 66, 64, 29, 59, 3, 67, 27, 31, 8, 14","22, 53, 61, 44, 68, 11, 6, 27, 7, 36, 20, 70, 28, 8, 34, 57, 38, 12, 30, 43, 32, 69, 31, 35, 14, 48, 2, 54, 5, 47, 51, 9, 26, 56, 18, 13, 63, 45, 65, 15, 24, 16, 25, 4, 23, 21, 1, 73, 64, 17, 58, 29, 62, 41, 3, 39, 66, 46, 72, 74, 19, 59, 60, 67, 52, 75, 33, 40, 71, 50, 42, 55, 37, 49, 10","4","7325547"
"51, 71, 43, 61, 11, 24, 4, 40, 18, 15, 23, 5, 44, 45, 3, 42, 9, 54, 69, 16, 65, 14, 35, 1, 12, 39, 48, 7, 10, 55, 27, 60, 63, 62, 29, 30, 21, 58, 41, 75, 17, 31, 36, 34, 33, 19, 52, 64, 66, 74, 26, 2, 13, 20, 67, 56, 46, 70, 37, 50, 25, 53, 59, 6, 49, 68, 57, 72, 28, 22, 47, 38, 8, 73, 32","16, 65, 29, 58, 71, 47, 13, 33, 57, 53, 59, 10, 70, 3, 15, 38, 35, 8, 28, 23, 52, 66, 41, 4, 63, 44, 68, 37, 75, 12, 67, 11, 6, 18, 20, 19, 34, 26, 1, 56, 48, 46, 69, 50, 17, 62, 31, 24, 22, 30, 73, 27, 21, 51, 25, 64, 74, 2, 55, 42, 32, 49, 60, 72, 5, 45, 9, 14, 61, 54, 43, 39, 7, 36, 40","3","7325547"
"48, 43, 16, 59, 30, 70, 7, 19, 25, 45, 23, 56, 6, 47, 33, 50, 34, 40, 13, 12, 49, 14, 35, 53, 72, 5, 67, 2, 26, 74, 69, 46, 52, 39, 64, 38, 71, 61, 18, 75, 51, 8, 3, 73, 66, 15, 31, 11, 37, 17, 10, 27, 28, 55, 24, 21, 32, 54, 68, 9, 62, 44, 22, 60, 4, 63, 36, 58, 42, 65, 20, 1, 57, 41, 29","2, 31, 45, 52, 61, 35, 71, 72, 43, 16, 44, 21, 66, 29, 3, 39, 42, 51, 58, 24, 75, 8, 60, 11, 26, 36, 57, 1, 48, 4, 59, 41, 62, 67, 46, 14, 27, 49, 23, 28, 20, 9, 64, 30, 54, 18, 47, 38, 5, 6, 65, 40, 32, 69, 34, 70, 68, 22, 74, 13, 15, 17, 55, 50, 37, 19, 12, 73, 10, 56, 25, 7, 63, 33, 53","4","7325547"
"59, 32, 3, 54, 39, 67, 21, 41, 20, 53, 19, 34, 71, 24, 27, 10, 48, 51, 56, 22, 52, 17, 18, 16, 46, 49, 35, 28, 38, 68, 42, 64, 7, 58, 50, 23, 63, 12, 75, 72, 60, 62, 4, 30, 33, 8, 25, 43, 70, 9, 37, 31, 47, 57, 45, 26, 65, 6, 66, 61, 29, 14, 69, 74, 2, 13, 73, 1, 36, 11, 44, 40, 15, 55, 5","74, 56, 46, 63, 15, 2, 73, 17, 41, 75, 5, 55, 20, 23, 7, 29, 53, 33, 25, 16, 37, 61, 68, 39, 52, 67, 51, 48, 42, 50, 4, 28, 72, 69, 45, 59, 9, 3, 64, 35, 43, 60, 18, 44, 31, 57, 65, 62, 6, 58, 14, 12, 34, 40, 71, 24, 70, 36, 26, 13, 47, 11, 22, 21, 30, 49, 27, 38, 10, 32, 54, 66, 1, 19, 8","4","7325547"
"39, 16, 29, 55, 12, 72, 41, 20, 64, 50, 33, 36, 10, 67, 75, 58, 28, 42, 8, 73, 2, 44, 6, 59, 7, 5, 61, 46, 74, 62, 17, 70, 37, 49, 11, 24, 26, 19, 51, 35, 3, 18, 57, 31, 27, 25, 38, 45, 60, 13, 66, 14, 56, 40, 65, 9, 53, 1, 54, 68, 22, 15, 48, 4, 47, 21, 52, 71, 30, 43, 23, 34, 63, 69, 32","28, 58, 3, 37, 60, 54, 69, 11, 20, 22, 65, 4, 17, 24, 41, 64, 40, 18, 52, 67, 8, 9, 68, 14, 43, 36, 72, 13, 75, 47, 55, 21, 39, 53, 25, 42, 19, 27, 59, 33, 48, 35, 34, 57, 26, 74, 49, 29, 62, 15, 45, 71, 38, 46, 66, 23, 51, 7, 50, 31, 5, 16, 30, 32, 70, 44, 6, 10, 56, 73, 12, 2, 1, 63, 61","5","7325547"
"36, 65, 24, 3, 18, 43, 60, 46, 2, 47, 28, 1, 26, 67, 10, 49, 4, 38, 74, 33, 42, 54, 27, 44, 45, 6, 9, 5, 32, 55, 51, 22, 48, 23, 71, 12, 35, 40, 41, 69, 16, 11, 25, 19, 37, 15, 20, 70, 29, 7, 59, 30, 73, 8, 14, 31, 21, 56, 75, 17, 39, 63, 57, 13, 72, 66, 61, 50, 52, 34, 68, 58, 53, 62, 64","52, 71, 49, 34, 72, 68, 25, 14, 9, 6, 17, 22, 74, 31, 37, 73, 7, 64, 4, 59, 62, 46, 15, 3, 47, 54, 33, 1, 23, 70, 24, 8, 63, 61, 5, 19, 38, 42, 67, 30, 51, 48, 60, 28, 39, 43, 29, 36, 75, 13, 50, 2, 21, 11, 56, 26, 18, 27, 44, 41, 12, 10, 45, 69, 65, 40, 16, 58, 53, 57, 66, 35, 55, 32, 20","3","7325547"
"24, 33, 29, 63, 9, 47, 34, 55, 3, 69, 71, 49, 45, 75, 74, 58, 12, 72, 6, 4, 10, 14, 20, 5, 64, 42, 61, 1, 65, 44, 60, 11, 22, 25, 16, 30, 54, 43, 56, 19, 57, 31, 26, 2, 68, 35, 51, 8, 39, 53, 59, 41, 36, 40, 21, 17, 48, 18, 70, 23, 62, 66, 32, 67, 73, 28, 37, 13, 38, 46, 50, 15, 7, 27, 52","14, 18, 64, 30, 8, 53, 7, 44, 11, 32, 20, 3, 72, 47, 41, 60, 59, 34, 12, 39, 33, 66, 17, 22, 57, 68, 75, 74, 63, 4, 10, 6, 49, 62, 36, 52, 35, 46, 31, 67, 16, 21, 73, 58, 42, 65, 55, 26, 70, 19, 51, 25, 54, 2, 71, 9, 28, 29, 38, 61, 1, 40, 69, 48, 27, 45, 13, 15, 56, 37, 43, 24, 50, 5, 23","5","7325547"
"30, 65, 70, 11, 2, 38, 26, 1, 29, 54, 53, 51, 69, 47, 35, 72, 9, 37, 6, 24, 28, 3, 13, 66, 40, 55, 34, 52, 44, 7, 58, 57, 64, 67, 17, 19, 12, 50, 45, 18, 62, 22, 42, 5, 31, 41, 32, 46, 71, 63, 49, 27, 59, 25, 14, 75, 33, 10, 23, 39, 61, 15, 4, 21, 43, 56, 73, 20, 16, 36, 8, 60, 74, 68, 48","3, 64, 23, 2, 31, 57, 5, 72, 55, 71, 30, 41, 18, 21, 16, 43, 11, 53, 4, 63, 60, 34, 12, 42, 67, 36, 17, 9, 28, 8, 74, 14, 1, 65, 48, 69, 59, 15, 29, 27, 7, 47, 66, 75, 13, 61, 70, 24, 22, 25, 32, 33, 44, 38, 58, 45, 56, 52, 35, 54, 49, 62, 50, 39, 68, 40, 6, 10, 51, 73, 37, 20, 46, 19, 26","7","7325547"
"3, 28, 31, 17, 56, 67, 48, 63, 61, 54, 50, 20, 41, 73, 35, 8, 52, 2, 62, 47, 60, 39, 75, 32, 13, 64, 71, 14, 30, 58, 5, 11, 6, 22, 1, 10, 9, 40, 70, 26, 37, 25, 65, 59, 16, 45, 51, 12, 4, 46, 19, 55, 24, 68, 66, 23, 21, 74, 15, 38, 29, 7, 43, 33, 57, 36, 27, 69, 72, 44, 18, 42, 34, 49, 53","24, 61, 22, 62, 53, 16, 46, 56, 29, 41, 35, 64, 21, 60, 50, 47, 19, 28, 8, 39, 34, 75, 58, 55, 32, 20, 69, 57, 54, 48, 15, 44, 12, 37, 42, 13, 74, 71, 1, 51, 72, 9, 31, 5, 52, 2, 30, 59, 36, 73, 63, 65, 49, 3, 45, 38, 10, 33, 70, 11, 25, 17, 27, 66, 4, 40, 23, 14, 7, 18, 68, 43, 6, 67, 26","5","7325547"
"11, 18, 48, 46, 31, 5, 36, 7, 51, 58, 39, 20, 30, 13, 6, 19, 56, 16, 28, 43, 38, 35, 61, 24, 40, 27, 25, 10, 21, 3, 33, 9, 75, 15, 14, 49, 44, 29, 71, 50, 2, 1, 63, 37, 68, 53, 17, 57, 69, 74, 67, 59, 41, 70, 34, 42, 65, 22, 62, 12, 4, 26, 66, 45, 73, 8, 64, 32, 54, 52, 72, 60, 47, 23, 55","18, 56, 14, 51, 17, 44, 31, 65, 32, 64, 24, 39, 34, 45, 57, 50, 74, 22, 54, 10, 48, 11, 62, 60, 37, 53, 3, 26, 59, 43, 29, 1, 41, 30, 75, 68, 52, 63, 73, 8, 21, 49, 20, 66, 55, 25, 46, 23, 72, 69, 13, 16, 35, 58, 15, 6, 12, 36, 19, 40, 42, 7, 61, 27, 2, 70, 33, 9, 5, 47, 4, 38, 67, 71, 28","2","7325547"
"44, 1, 42, 25, 11, 32, 8, 52, 28, 29, 68, 13, 74, 7, 21, 40, 51, 9, 18, 61, 36, 73, 62, 20, 48, 2, 56, 47, 30, 53, 65, 23, 24, 49, 75, 64, 26, 63, 60, 16, 43, 27, 10, 6, 69, 14, 17, 41, 31, 35, 5, 37, 34, 57, 72, 58, 54, 39, 70, 22, 45, 67, 50, 55, 71, 46, 19, 33, 4, 38, 15, 66, 12, 3, 59","14, 71, 61, 65, 13, 16, 69, 43, 45, 2, 50, 52, 26, 17, 25, 64, 18, 20, 73, 39, 48, 9, 36, 40, 63, 4, 22, 24, 57, 5, 60, 29, 46, 10, 55, 37, 56, 53, 33, 31, 32, 49, 44, 59, 74, 72, 21, 47, 75, 8, 7, 30, 38, 62, 42, 1, 58, 68, 67, 6, 3, 23, 41, 11, 66, 51, 15, 12, 35, 34, 54, 27, 19, 28, 70","5","7325547"
"42, 63, 72, 3, 59, 32, 20, 44, 51, 55, 7, 30, 67, 18, 10, 46, 39, 41, 11, 6, 21, 73, 64, 12, 33, 65, 69, 26, 8, 45, 1, 13, 17, 16, 23, 54, 48, 71, 49, 31, 43, 36, 24, 5, 15, 53, 68, 2, 14, 19, 4, 50, 58, 56, 52, 22, 47, 66, 37, 60, 75, 61, 27, 9, 29, 28, 35, 70, 74, 38, 34, 40, 62, 25, 57","6, 56, 1, 4, 2, 14, 53, 20, 8, 31, 65, 75, 22, 36, 42, 52, 34, 40, 41, 21, 11, 51, 61, 69, 26, 19, 66, 44, 67, 16, 43, 32, 68, 7, 28, 57, 59, 46, 70, 72, 71, 33, 60, 58, 49, 50, 15, 63, 5, 37, 30, 25, 73, 62, 54, 74, 9, 3, 29, 45, 24, 18, 10, 23, 17, 55, 39, 38, 13, 47, 48, 35, 12, 64, 27","3","7325547"
"63, 15, 44, 24, 59, 36, 31, 65, 29, 62, 61, 58, 6, 53, 46, 1, 9, 18, 55, 37, 21, 50, 25, 4, 28, 3, 30, 35, 47, 57, 33, 17, 43, 26, 23, 40, 45, 27, 16, 19, 11, 48, 71, 72, 32, 22, 64, 2, 73, 42, 34, 56, 13, 68, 60, 70, 41, 69, 8, 14, 38, 39, 10, 7, 67, 52, 49, 20, 5, 75, 12, 66, 51, 74, 54","12, 49, 51, 65, 34, 62, 66, 74, 54, 15, 5, 56, 69, 68, 61, 39, 44, 50, 45, 31, 10, 23, 37, 53, 47, 58, 38, 20, 18, 21, 19, 28, 9, 4, 24, 2, 29, 63, 11, 43, 16, 36, 75, 22, 46, 35, 70, 14, 55, 27, 1, 8, 3, 67, 25, 59, 17, 13, 6, 40, 48, 33, 52, 72, 42, 41, 7, 60, 57, 32, 73, 64, 71, 26, 30","4","7325547"
"3, 53, 75, 29, 22, 54, 59, 57, 55, 20, 34, 69, 50, 25, 51, 31, 10, 27, 66, 13, 72, 6, 14, 11, 67, 26, 52, 58, 40, 7, 74, 30, 2, 16, 33, 18, 19, 8, 45, 35, 44, 24, 28, 71, 23, 39, 37, 49, 17, 36, 65, 43, 64, 70, 9, 5, 42, 1, 68, 38, 21, 4, 12, 32, 47, 73, 62, 60, 63, 41, 15, 48, 46, 61, 56","57, 2, 11, 9, 27, 71, 62, 63, 47, 53, 51, 33, 12, 36, 59, 41, 28, 13, 50, 18, 32, 66, 75, 35, 49, 58, 42, 56, 7, 55, 68, 20, 40, 29, 26, 30, 34, 19, 52, 6, 39, 72, 45, 74, 48, 25, 64, 65, 4, 46, 16, 44, 15, 14, 37, 22, 21, 61, 1, 10, 69, 60, 67, 23, 5, 38, 54, 24, 73, 8, 31, 43, 3, 17, 70","2","7325547"
"44, 10, 52, 1, 28, 72, 31, 27, 62, 59, 63, 53, 30, 74, 36, 55, 61, 17, 24, 15, 49, 47, 43, 70, 3, 66, 38, 65, 67, 71, 37, 9, 35, 56, 48, 64, 46, 45, 16, 11, 12, 75, 18, 14, 69, 22, 54, 57, 42, 34, 41, 7, 40, 4, 25, 6, 20, 8, 19, 73, 21, 23, 68, 32, 26, 33, 5, 51, 29, 39, 50, 2, 60, 58, 13","8, 67, 34, 58, 5, 46, 37, 21, 10, 53, 11, 66, 57, 41, 14, 50, 22, 49, 32, 35, 9, 74, 27, 60, 40, 38, 20, 29, 30, 19, 39, 1, 44, 69, 28, 54, 75, 18, 31, 12, 42, 33, 26, 59, 68, 55, 25, 13, 45, 61, 63, 23, 65, 47, 51, 72, 36, 16, 73, 3, 17, 71, 24, 2, 56, 15, 6, 4, 48, 7, 70, 43, 62, 64, 52","4","7325547"
