"sigma_o","sigma_x","Number of Components","Seed"
"33, 32, 87, 71, 96, 34, 57, 93, 36, 13, 20, 83, 26, 29, 100, 14, 59, 5, 6, 31, 79, 4, 3, 70, 88, 7, 52, 28, 16, 67, 46, 86, 80, 47, 76, 85, 22, 23, 72, 54, 8, 82, 21, 68, 25, 55, 90, 10, 78, 11, 56, 58, 49, 50, 77, 2, 66, 81, 61, 97, 17, 51, 38, 91, 42, 35, 99, 65, 98, 18, 73, 69, 27, 48, 94, 1, 75, 15, 53, 89, 64, 62, 9, 44, 41, 92, 63, 39, 12, 45, 19, 84, 60, 40, 95, 43, 30, 74, 37, 24","46, 55, 25, 58, 4, 59, 69, 78, 79, 19, 92, 40, 42, 96, 14, 28, 27, 97, 72, 77, 60, 100, 87, 21, 38, 1, 71, 98, 43, 24, 2, 62, 10, 17, 22, 41, 81, 31, 34, 64, 70, 86, 37, 36, 33, 26, 6, 5, 74, 75, 39, 35, 89, 57, 12, 49, 91, 29, 90, 7, 16, 99, 66, 8, 13, 82, 20, 50, 65, 73, 61, 44, 18, 56, 52, 30, 48, 88, 3, 51, 45, 93, 68, 85, 32, 54, 84, 76, 83, 63, 23, 11, 15, 67, 47, 53, 94, 80, 95, 9","3","4873077"
"82, 29, 100, 84, 6, 64, 75, 40, 28, 1, 71, 32, 78, 83, 41, 15, 89, 91, 42, 39, 13, 23, 7, 63, 93, 44, 22, 33, 2, 67, 99, 55, 72, 17, 26, 58, 80, 50, 98, 56, 37, 92, 48, 43, 25, 65, 49, 4, 19, 69, 81, 21, 35, 46, 61, 68, 18, 47, 45, 77, 60, 9, 16, 88, 79, 66, 20, 96, 95, 70, 31, 5, 10, 27, 90, 94, 12, 62, 97, 76, 14, 59, 87, 51, 24, 36, 73, 11, 52, 53, 86, 8, 38, 74, 57, 34, 3, 54, 30, 85","40, 95, 44, 36, 55, 86, 84, 82, 54, 25, 10, 92, 13, 22, 79, 35, 93, 7, 1, 38, 23, 67, 41, 14, 65, 51, 100, 11, 9, 43, 64, 94, 71, 73, 62, 68, 37, 61, 47, 32, 76, 74, 81, 87, 80, 5, 59, 48, 98, 77, 8, 19, 70, 21, 42, 12, 31, 91, 50, 39, 85, 45, 57, 2, 17, 30, 49, 4, 20, 63, 6, 29, 27, 16, 46, 33, 34, 58, 56, 83, 89, 72, 15, 52, 66, 3, 60, 90, 75, 18, 69, 78, 26, 28, 99, 53, 24, 88, 96, 97","2","4873077"
"31, 73, 52, 44, 20, 79, 74, 17, 78, 80, 89, 100, 9, 77, 84, 36, 49, 92, 16, 3, 35, 66, 76, 22, 28, 57, 53, 7, 90, 63, 47, 33, 15, 83, 91, 34, 30, 40, 55, 32, 12, 93, 43, 24, 62, 48, 13, 10, 42, 21, 41, 26, 38, 46, 37, 50, 25, 2, 99, 81, 87, 45, 71, 88, 68, 4, 54, 85, 96, 64, 75, 94, 97, 95, 6, 29, 11, 1, 18, 5, 70, 14, 8, 82, 59, 51, 72, 98, 69, 58, 86, 39, 67, 65, 27, 23, 60, 19, 61, 56","67, 3, 36, 37, 91, 90, 2, 93, 40, 30, 54, 64, 83, 17, 25, 53, 46, 52, 7, 69, 100, 60, 14, 70, 13, 43, 96, 66, 16, 15, 61, 34, 63, 82, 44, 18, 49, 62, 45, 76, 23, 1, 29, 86, 73, 84, 4, 31, 21, 81, 56, 24, 95, 39, 88, 32, 48, 51, 87, 47, 12, 72, 10, 6, 38, 92, 77, 26, 57, 27, 79, 5, 68, 33, 19, 74, 28, 11, 50, 75, 65, 71, 9, 42, 35, 58, 20, 89, 99, 41, 98, 97, 94, 22, 59, 85, 55, 8, 80, 78","6","4873077"
"12, 63, 51, 46, 56, 33, 15, 80, 50, 43, 25, 17, 58, 85, 96, 36, 98, 55, 18, 57, 94, 82, 75, 4, 9, 44, 79, 10, 49, 16, 1, 86, 59, 28, 13, 89, 21, 47, 40, 22, 11, 3, 52, 66, 14, 92, 93, 6, 74, 62, 30, 70, 90, 91, 20, 31, 39, 83, 48, 37, 72, 97, 76, 87, 2, 8, 73, 42, 95, 67, 99, 32, 100, 41, 84, 61, 81, 7, 5, 71, 29, 64, 88, 27, 34, 35, 65, 26, 23, 54, 69, 78, 60, 53, 68, 77, 19, 24, 38, 45","43, 73, 76, 96, 7, 23, 98, 36, 94, 79, 95, 60, 61, 68, 10, 6, 84, 86, 74, 11, 2, 12, 28, 19, 32, 29, 37, 24, 71, 89, 30, 93, 70, 31, 47, 91, 25, 87, 18, 3, 39, 59, 65, 8, 1, 46, 38, 34, 40, 26, 72, 48, 80, 77, 54, 33, 63, 57, 55, 69, 67, 85, 52, 82, 78, 64, 99, 58, 42, 45, 21, 4, 62, 14, 51, 90, 75, 44, 81, 49, 100, 27, 13, 92, 41, 16, 56, 35, 5, 15, 53, 17, 22, 66, 50, 83, 88, 97, 20, 9","4","4873077"
"21, 41, 23, 95, 22, 24, 15, 83, 71, 12, 75, 11, 51, 30, 36, 58, 45, 13, 46, 28, 4, 78, 56, 99, 97, 1, 32, 72, 43, 2, 52, 54, 57, 85, 81, 76, 19, 47, 6, 14, 70, 82, 17, 26, 37, 3, 53, 49, 25, 27, 61, 8, 66, 69, 62, 29, 93, 77, 50, 9, 38, 79, 80, 16, 98, 86, 65, 84, 90, 89, 87, 55, 31, 59, 60, 91, 7, 48, 40, 18, 44, 73, 20, 88, 96, 63, 5, 68, 74, 42, 34, 35, 64, 94, 67, 33, 10, 39, 92, 100","79, 57, 64, 97, 69, 25, 2, 99, 92, 4, 51, 76, 52, 31, 30, 1, 23, 63, 74, 65, 94, 71, 12, 59, 50, 58, 36, 17, 44, 70, 8, 5, 15, 38, 43, 87, 40, 98, 26, 27, 55, 48, 13, 32, 20, 45, 84, 62, 91, 37, 88, 78, 24, 46, 33, 16, 85, 93, 35, 18, 90, 82, 96, 6, 67, 77, 10, 19, 80, 7, 54, 75, 66, 100, 73, 95, 53, 60, 83, 72, 42, 86, 28, 22, 3, 61, 56, 11, 29, 34, 9, 21, 41, 81, 49, 39, 89, 68, 47, 14","3","4873077"
"14, 54, 73, 58, 42, 91, 50, 70, 20, 25, 1, 31, 48, 19, 9, 76, 44, 38, 63, 88, 87, 68, 96, 83, 34, 22, 26, 69, 79, 2, 67, 65, 37, 95, 12, 77, 66, 51, 72, 24, 80, 45, 8, 57, 52, 43, 93, 7, 5, 21, 35, 41, 85, 3, 36, 27, 46, 75, 18, 6, 17, 16, 62, 29, 59, 64, 71, 47, 55, 56, 78, 100, 23, 99, 11, 53, 81, 28, 98, 10, 60, 4, 97, 33, 86, 61, 15, 82, 84, 13, 94, 30, 89, 74, 32, 39, 49, 40, 92, 90","60, 1, 17, 86, 66, 48, 85, 12, 79, 50, 5, 38, 39, 75, 62, 80, 26, 20, 95, 82, 31, 16, 33, 74, 63, 6, 49, 11, 94, 14, 9, 68, 98, 36, 73, 25, 58, 64, 59, 2, 53, 52, 43, 30, 70, 96, 90, 92, 7, 23, 27, 69, 21, 51, 81, 4, 44, 88, 42, 65, 37, 15, 18, 84, 32, 19, 3, 91, 71, 22, 56, 28, 35, 89, 57, 47, 46, 99, 13, 87, 83, 67, 45, 97, 41, 100, 29, 61, 8, 72, 77, 78, 93, 55, 76, 24, 40, 10, 54, 34","2","4873077"
"65, 26, 100, 59, 81, 53, 49, 67, 75, 84, 7, 41, 97, 79, 12, 37, 95, 77, 2, 19, 61, 36, 78, 32, 85, 58, 40, 86, 52, 46, 15, 30, 80, 39, 43, 20, 33, 51, 14, 60, 98, 35, 23, 31, 87, 11, 4, 72, 89, 99, 64, 54, 68, 44, 70, 57, 90, 91, 88, 82, 62, 10, 66, 13, 17, 96, 74, 83, 45, 47, 73, 28, 56, 18, 93, 27, 42, 9, 6, 25, 3, 29, 55, 21, 63, 48, 71, 16, 38, 22, 24, 76, 8, 69, 94, 92, 34, 50, 5, 1","100, 14, 31, 76, 35, 98, 77, 47, 36, 52, 89, 90, 78, 92, 43, 97, 91, 8, 85, 61, 64, 55, 13, 72, 10, 93, 44, 28, 70, 4, 39, 20, 11, 65, 17, 9, 49, 83, 66, 15, 22, 48, 74, 96, 32, 73, 50, 30, 7, 81, 23, 99, 80, 95, 33, 62, 71, 25, 84, 6, 82, 40, 38, 24, 56, 79, 87, 26, 69, 57, 63, 42, 45, 34, 75, 88, 58, 59, 12, 37, 21, 46, 94, 27, 18, 51, 29, 53, 41, 67, 5, 86, 3, 1, 19, 2, 54, 68, 60, 16","6","4873077"
"73, 100, 26, 89, 29, 80, 63, 78, 95, 22, 15, 51, 45, 21, 68, 40, 90, 18, 72, 98, 47, 23, 69, 42, 30, 87, 77, 19, 16, 56, 92, 88, 32, 62, 67, 49, 20, 25, 81, 91, 46, 36, 71, 86, 10, 61, 43, 99, 55, 28, 12, 17, 27, 34, 7, 60, 35, 6, 84, 9, 58, 1, 8, 75, 93, 83, 44, 31, 3, 76, 74, 2, 54, 11, 38, 79, 14, 57, 53, 82, 37, 33, 59, 96, 70, 94, 13, 48, 97, 41, 64, 50, 65, 4, 5, 66, 39, 52, 24, 85","97, 50, 89, 15, 70, 94, 83, 25, 10, 93, 40, 3, 67, 42, 47, 44, 14, 56, 75, 26, 57, 13, 55, 30, 71, 60, 52, 18, 86, 29, 46, 19, 84, 45, 81, 27, 33, 31, 35, 74, 1, 43, 95, 51, 28, 82, 24, 76, 99, 98, 54, 87, 85, 48, 63, 12, 23, 22, 11, 53, 65, 37, 64, 72, 79, 78, 69, 49, 9, 59, 90, 66, 39, 77, 20, 91, 36, 68, 61, 41, 58, 73, 16, 88, 8, 34, 80, 6, 17, 5, 32, 38, 7, 96, 2, 100, 62, 92, 4, 21","3","4873077"
"58, 11, 81, 49, 64, 51, 42, 89, 92, 41, 25, 94, 82, 8, 21, 16, 71, 32, 45, 95, 28, 13, 59, 33, 72, 80, 66, 2, 68, 29, 76, 54, 24, 91, 17, 53, 90, 74, 36, 1, 50, 86, 5, 97, 31, 48, 77, 43, 79, 57, 22, 34, 15, 30, 40, 9, 10, 100, 87, 44, 63, 23, 98, 55, 20, 46, 47, 96, 56, 14, 19, 85, 3, 78, 93, 73, 62, 27, 69, 18, 70, 6, 4, 60, 37, 39, 67, 75, 83, 52, 61, 12, 84, 65, 7, 26, 88, 99, 35, 38","49, 7, 93, 50, 67, 53, 85, 32, 28, 64, 31, 97, 37, 86, 35, 100, 5, 73, 59, 42, 60, 80, 76, 43, 79, 66, 36, 33, 3, 74, 75, 8, 46, 27, 99, 83, 13, 88, 58, 91, 81, 57, 19, 12, 69, 9, 54, 52, 39, 14, 84, 1, 95, 48, 90, 92, 29, 21, 18, 10, 25, 77, 68, 72, 40, 87, 22, 55, 11, 47, 71, 4, 63, 24, 44, 23, 30, 51, 34, 41, 38, 45, 82, 89, 26, 70, 20, 15, 62, 56, 98, 17, 16, 2, 61, 6, 96, 94, 78, 65","4","4873077"
"25, 99, 1, 33, 67, 9, 80, 69, 60, 12, 74, 87, 13, 49, 47, 79, 3, 45, 29, 40, 23, 15, 35, 24, 85, 73, 19, 5, 82, 7, 34, 94, 51, 65, 14, 4, 11, 8, 88, 76, 77, 81, 21, 89, 86, 27, 32, 54, 71, 20, 6, 70, 96, 61, 66, 68, 42, 52, 93, 22, 36, 26, 72, 56, 39, 31, 92, 48, 98, 64, 37, 46, 62, 28, 58, 90, 50, 57, 2, 75, 83, 78, 55, 100, 95, 10, 43, 44, 38, 16, 41, 18, 63, 53, 30, 84, 91, 97, 59, 17","63, 23, 100, 93, 42, 91, 62, 5, 10, 50, 87, 60, 84, 41, 98, 11, 75, 83, 14, 1, 70, 21, 38, 76, 33, 81, 24, 71, 12, 53, 26, 45, 39, 4, 8, 2, 51, 3, 92, 55, 30, 18, 15, 28, 85, 52, 40, 25, 79, 82, 16, 61, 59, 43, 94, 56, 34, 47, 68, 17, 66, 19, 73, 65, 67, 13, 35, 46, 9, 32, 44, 64, 7, 97, 80, 20, 37, 78, 90, 54, 72, 96, 95, 57, 88, 22, 69, 58, 27, 6, 29, 89, 31, 48, 86, 99, 36, 49, 77, 74","5","4873077"
"9, 22, 96, 93, 10, 81, 99, 78, 45, 43, 26, 90, 67, 50, 89, 12, 75, 55, 73, 58, 56, 3, 70, 57, 18, 77, 74, 41, 64, 47, 44, 19, 88, 71, 63, 46, 11, 51, 59, 6, 68, 85, 82, 2, 38, 62, 7, 60, 53, 5, 69, 33, 98, 54, 91, 92, 72, 20, 30, 37, 24, 61, 52, 35, 65, 100, 48, 80, 29, 28, 14, 13, 32, 86, 83, 25, 40, 42, 4, 16, 21, 94, 79, 97, 95, 49, 76, 39, 87, 17, 31, 34, 15, 1, 36, 8, 27, 84, 23, 66","84, 51, 99, 80, 19, 33, 37, 22, 34, 2, 23, 69, 50, 25, 65, 70, 77, 6, 75, 60, 57, 24, 98, 1, 7, 61, 45, 74, 89, 11, 58, 12, 94, 52, 95, 96, 88, 5, 83, 67, 4, 38, 31, 100, 53, 39, 92, 18, 90, 15, 41, 40, 9, 78, 56, 35, 47, 72, 76, 13, 10, 55, 93, 71, 21, 20, 59, 3, 28, 64, 68, 48, 79, 26, 81, 27, 62, 16, 17, 43, 87, 49, 8, 63, 54, 32, 14, 42, 85, 66, 30, 29, 36, 97, 44, 86, 91, 46, 73, 82","3","4873077"
"13, 65, 77, 28, 56, 62, 84, 79, 33, 88, 63, 43, 49, 8, 93, 14, 35, 39, 5, 38, 76, 31, 75, 18, 91, 2, 53, 22, 15, 99, 100, 10, 48, 74, 96, 51, 47, 70, 30, 54, 95, 90, 23, 67, 94, 36, 50, 52, 55, 21, 37, 19, 34, 3, 46, 60, 25, 58, 4, 64, 92, 97, 44, 68, 6, 20, 73, 89, 78, 29, 61, 98, 80, 26, 1, 40, 32, 81, 24, 7, 16, 27, 57, 71, 12, 42, 66, 72, 82, 9, 59, 85, 45, 83, 87, 17, 69, 41, 11, 86","53, 39, 47, 58, 73, 97, 21, 63, 75, 4, 38, 6, 52, 57, 34, 94, 92, 36, 44, 11, 32, 40, 71, 45, 43, 29, 16, 60, 8, 54, 84, 9, 68, 33, 90, 88, 76, 81, 56, 37, 64, 89, 28, 10, 27, 46, 96, 79, 98, 67, 18, 100, 65, 30, 69, 78, 12, 50, 66, 22, 1, 70, 17, 23, 86, 93, 7, 49, 26, 51, 35, 82, 41, 31, 25, 19, 85, 42, 99, 95, 59, 55, 74, 48, 13, 3, 15, 2, 24, 5, 80, 72, 83, 62, 91, 20, 61, 87, 14, 77","1","4873077"
"75, 22, 50, 23, 68, 94, 74, 63, 62, 34, 80, 88, 59, 1, 85, 43, 73, 33, 64, 40, 49, 28, 51, 61, 69, 37, 93, 76, 2, 19, 29, 6, 30, 100, 82, 48, 58, 52, 77, 86, 99, 25, 81, 20, 26, 36, 54, 10, 9, 18, 95, 65, 27, 57, 21, 70, 45, 55, 5, 90, 91, 72, 56, 24, 11, 39, 12, 67, 17, 14, 84, 8, 35, 47, 38, 16, 79, 92, 41, 78, 46, 15, 66, 32, 96, 71, 98, 83, 53, 60, 89, 7, 87, 31, 13, 44, 42, 97, 4, 3","83, 23, 46, 56, 70, 67, 87, 77, 33, 79, 60, 45, 11, 5, 50, 58, 34, 74, 4, 81, 15, 71, 16, 8, 100, 64, 51, 72, 32, 9, 62, 28, 84, 7, 24, 10, 38, 89, 99, 37, 68, 42, 25, 26, 73, 94, 30, 12, 91, 17, 40, 92, 76, 49, 2, 31, 96, 86, 21, 41, 55, 57, 90, 36, 19, 43, 97, 80, 59, 35, 22, 39, 82, 65, 3, 85, 6, 44, 27, 88, 69, 63, 13, 20, 48, 78, 52, 29, 14, 93, 54, 98, 75, 47, 53, 61, 1, 66, 95, 18","2","4873077"
"30, 49, 100, 4, 56, 36, 55, 21, 47, 32, 81, 84, 53, 33, 72, 18, 10, 7, 24, 75, 41, 79, 63, 68, 69, 70, 93, 97, 17, 3, 61, 25, 16, 88, 50, 57, 82, 20, 9, 58, 77, 15, 91, 19, 48, 5, 44, 78, 42, 89, 11, 98, 51, 87, 39, 86, 23, 62, 96, 45, 13, 71, 85, 83, 60, 74, 92, 64, 80, 46, 95, 35, 31, 1, 67, 90, 38, 59, 99, 29, 37, 14, 40, 66, 8, 34, 76, 65, 43, 26, 6, 27, 54, 52, 2, 28, 12, 94, 22, 73","94, 57, 93, 15, 87, 32, 8, 63, 82, 5, 12, 13, 67, 84, 78, 90, 91, 100, 65, 14, 50, 45, 46, 85, 96, 10, 56, 62, 16, 20, 4, 59, 64, 17, 77, 79, 41, 29, 26, 83, 72, 89, 99, 27, 31, 52, 60, 18, 7, 76, 68, 23, 1, 30, 9, 44, 74, 19, 66, 54, 51, 92, 6, 38, 47, 80, 70, 71, 25, 86, 43, 21, 42, 98, 69, 37, 39, 11, 28, 61, 95, 33, 81, 75, 97, 36, 73, 49, 3, 53, 22, 2, 55, 88, 40, 24, 48, 34, 58, 35","3","4873077"
"68, 48, 42, 13, 22, 94, 1, 92, 89, 34, 80, 90, 52, 93, 77, 47, 25, 31, 95, 39, 71, 76, 28, 98, 100, 87, 79, 82, 40, 86, 51, 50, 84, 32, 24, 46, 99, 2, 7, 17, 35, 6, 75, 91, 70, 5, 67, 41, 81, 14, 56, 78, 72, 12, 85, 88, 65, 27, 11, 60, 63, 36, 18, 10, 33, 4, 97, 26, 66, 54, 30, 20, 8, 29, 21, 44, 57, 23, 3, 74, 43, 16, 49, 83, 37, 19, 45, 58, 55, 64, 15, 59, 61, 69, 62, 53, 38, 96, 73, 9","41, 17, 36, 76, 50, 3, 69, 25, 79, 78, 77, 1, 64, 9, 47, 24, 34, 52, 62, 33, 6, 54, 35, 12, 8, 61, 82, 81, 95, 73, 93, 31, 40, 37, 7, 44, 45, 90, 14, 56, 59, 39, 19, 2, 96, 27, 83, 72, 42, 75, 98, 46, 18, 11, 66, 5, 88, 13, 97, 55, 71, 68, 70, 21, 28, 80, 49, 87, 20, 58, 94, 22, 26, 67, 91, 29, 74, 51, 84, 86, 65, 10, 63, 38, 99, 100, 89, 43, 32, 16, 85, 60, 57, 53, 15, 48, 30, 92, 4, 23","4","4873077"
"42, 92, 56, 1, 75, 89, 80, 94, 58, 36, 39, 34, 70, 38, 53, 16, 21, 98, 45, 95, 3, 62, 2, 31, 67, 96, 61, 90, 59, 72, 86, 44, 48, 43, 27, 37, 40, 74, 71, 79, 88, 23, 29, 65, 6, 30, 73, 85, 84, 8, 28, 97, 63, 87, 46, 64, 91, 12, 20, 68, 69, 51, 47, 50, 5, 57, 7, 33, 78, 24, 100, 26, 93, 81, 15, 41, 76, 52, 17, 83, 19, 18, 82, 60, 10, 77, 66, 55, 22, 32, 13, 9, 25, 35, 14, 4, 54, 99, 11, 49","98, 73, 71, 89, 91, 45, 5, 28, 30, 6, 53, 56, 32, 12, 81, 95, 27, 36, 16, 80, 100, 55, 19, 23, 69, 65, 85, 67, 22, 24, 8, 76, 9, 99, 11, 43, 26, 37, 77, 70, 82, 86, 87, 33, 59, 74, 31, 17, 94, 75, 20, 92, 52, 49, 21, 39, 29, 3, 48, 7, 50, 44, 66, 15, 96, 68, 38, 97, 84, 35, 63, 57, 83, 88, 42, 61, 64, 47, 4, 13, 58, 46, 79, 90, 60, 18, 78, 72, 51, 14, 40, 54, 1, 41, 10, 62, 93, 2, 34, 25","6","4873077"
"68, 56, 80, 71, 87, 34, 86, 38, 65, 72, 70, 48, 1, 96, 37, 94, 76, 47, 31, 25, 66, 55, 83, 14, 90, 89, 30, 13, 77, 49, 11, 91, 73, 32, 85, 6, 62, 60, 9, 4, 33, 17, 15, 16, 5, 95, 88, 21, 2, 52, 23, 24, 51, 18, 74, 92, 97, 46, 84, 20, 67, 41, 82, 26, 36, 43, 64, 40, 63, 44, 50, 12, 93, 99, 35, 19, 28, 7, 79, 59, 45, 22, 75, 39, 8, 27, 78, 53, 58, 29, 3, 100, 81, 69, 61, 98, 10, 57, 42, 54","27, 73, 5, 40, 49, 50, 54, 43, 29, 45, 59, 96, 35, 68, 15, 13, 37, 17, 65, 81, 97, 28, 85, 47, 88, 84, 74, 72, 42, 56, 98, 66, 11, 36, 57, 33, 31, 22, 3, 75, 12, 63, 24, 93, 78, 44, 14, 51, 89, 8, 64, 91, 87, 69, 20, 83, 79, 6, 86, 18, 62, 82, 39, 71, 23, 25, 19, 90, 70, 9, 46, 1, 76, 30, 7, 16, 77, 99, 94, 100, 95, 48, 52, 80, 58, 10, 60, 2, 55, 67, 26, 53, 61, 38, 92, 4, 34, 21, 41, 32","3","4873077"
"4, 21, 93, 73, 58, 30, 33, 43, 79, 89, 23, 97, 1, 74, 81, 57, 76, 51, 67, 56, 77, 17, 68, 92, 52, 84, 20, 82, 48, 15, 49, 50, 25, 24, 28, 6, 45, 12, 34, 16, 44, 53, 66, 8, 87, 63, 71, 46, 9, 90, 26, 11, 59, 98, 2, 13, 35, 75, 69, 38, 96, 42, 94, 91, 5, 18, 83, 37, 54, 86, 14, 100, 85, 62, 99, 39, 3, 64, 32, 22, 88, 47, 72, 31, 70, 27, 60, 36, 19, 61, 78, 41, 65, 7, 29, 40, 95, 10, 80, 55","80, 1, 72, 11, 54, 90, 81, 31, 88, 8, 45, 98, 4, 84, 33, 83, 53, 25, 70, 13, 12, 61, 64, 99, 74, 29, 5, 3, 93, 67, 82, 7, 30, 79, 23, 49, 15, 24, 77, 20, 78, 39, 91, 100, 18, 86, 63, 6, 43, 94, 62, 69, 42, 27, 44, 92, 16, 73, 10, 87, 38, 36, 41, 37, 66, 71, 75, 17, 60, 96, 51, 47, 14, 48, 22, 55, 40, 65, 56, 57, 89, 34, 95, 68, 59, 97, 19, 2, 35, 28, 50, 58, 76, 21, 85, 52, 46, 32, 26, 9","7","4873077"
"9, 39, 34, 80, 31, 82, 15, 1, 51, 77, 14, 35, 8, 88, 92, 36, 68, 10, 16, 91, 6, 53, 99, 58, 71, 47, 40, 20, 97, 93, 11, 62, 73, 56, 48, 41, 45, 89, 49, 61, 33, 72, 17, 24, 83, 29, 85, 32, 13, 38, 75, 19, 12, 57, 44, 7, 78, 100, 25, 60, 81, 22, 86, 76, 70, 4, 5, 79, 50, 90, 96, 87, 2, 18, 28, 52, 27, 55, 65, 74, 21, 23, 43, 98, 42, 94, 84, 54, 69, 64, 59, 26, 37, 63, 95, 3, 67, 66, 30, 46","77, 33, 58, 15, 5, 99, 61, 26, 82, 34, 43, 25, 81, 21, 39, 62, 93, 65, 74, 40, 91, 66, 38, 84, 31, 64, 7, 28, 75, 16, 37, 89, 35, 24, 20, 69, 95, 12, 53, 23, 57, 94, 13, 29, 27, 42, 8, 52, 3, 17, 18, 100, 41, 22, 85, 10, 72, 36, 90, 54, 46, 68, 87, 9, 14, 2, 6, 1, 60, 19, 48, 80, 79, 78, 59, 71, 70, 86, 73, 51, 96, 45, 98, 76, 55, 67, 97, 50, 92, 11, 4, 47, 44, 30, 32, 49, 88, 83, 56, 63","2","4873077"
"40, 94, 41, 82, 30, 22, 93, 3, 80, 89, 69, 67, 24, 75, 66, 42, 16, 19, 91, 50, 6, 8, 38, 88, 21, 20, 34, 87, 45, 26, 68, 59, 57, 13, 96, 7, 62, 100, 72, 98, 18, 63, 27, 54, 90, 53, 78, 39, 37, 14, 97, 84, 49, 60, 10, 44, 99, 17, 47, 65, 15, 31, 23, 83, 95, 52, 33, 32, 43, 70, 92, 2, 25, 5, 46, 58, 29, 51, 55, 12, 77, 9, 73, 81, 85, 64, 56, 36, 71, 86, 61, 79, 11, 48, 4, 1, 74, 76, 28, 35","29, 89, 43, 90, 33, 96, 71, 52, 54, 37, 18, 42, 17, 91, 12, 60, 50, 28, 100, 19, 57, 26, 87, 61, 15, 93, 88, 24, 38, 98, 22, 85, 72, 83, 51, 3, 6, 4, 2, 5, 69, 20, 25, 73, 21, 70, 36, 16, 41, 31, 62, 99, 97, 63, 49, 9, 92, 56, 86, 81, 68, 32, 80, 44, 78, 64, 65, 13, 46, 77, 10, 53, 11, 79, 47, 94, 58, 55, 35, 45, 39, 67, 95, 23, 14, 84, 76, 66, 48, 59, 82, 27, 40, 75, 30, 74, 7, 34, 8, 1","2","4873077"
"84, 4, 41, 12, 89, 32, 69, 90, 42, 25, 20, 54, 19, 49, 38, 18, 5, 8, 6, 7, 1, 28, 48, 56, 52, 2, 83, 71, 87, 31, 77, 96, 55, 76, 92, 59, 23, 62, 40, 93, 53, 61, 68, 14, 46, 98, 74, 3, 15, 37, 64, 63, 79, 70, 16, 30, 29, 43, 24, 21, 88, 11, 10, 26, 91, 51, 81, 60, 75, 9, 86, 35, 47, 17, 82, 39, 44, 100, 67, 78, 94, 58, 97, 45, 65, 66, 99, 34, 36, 27, 13, 73, 80, 85, 22, 33, 95, 72, 50, 57","12, 80, 72, 76, 11, 14, 41, 52, 66, 71, 57, 90, 93, 43, 47, 70, 18, 100, 21, 67, 10, 30, 85, 60, 81, 69, 20, 5, 58, 17, 3, 27, 54, 87, 86, 40, 25, 24, 15, 29, 65, 74, 62, 79, 13, 26, 53, 98, 64, 28, 7, 37, 91, 4, 31, 36, 50, 2, 22, 84, 23, 96, 34, 82, 63, 9, 51, 92, 48, 38, 8, 89, 19, 42, 16, 78, 77, 44, 83, 94, 39, 56, 73, 97, 1, 55, 68, 95, 45, 6, 61, 35, 59, 46, 32, 99, 49, 88, 75, 33","2","4873077"
"71, 91, 3, 46, 58, 50, 77, 47, 37, 98, 56, 30, 57, 5, 2, 78, 51, 35, 86, 10, 14, 39, 33, 73, 42, 18, 82, 43, 66, 13, 96, 26, 8, 84, 94, 88, 27, 99, 32, 24, 60, 34, 95, 80, 54, 89, 97, 44, 7, 62, 49, 22, 38, 55, 45, 20, 69, 15, 59, 72, 36, 83, 81, 65, 6, 64, 31, 79, 100, 25, 87, 16, 93, 23, 17, 75, 61, 41, 90, 21, 28, 76, 11, 12, 85, 67, 70, 68, 74, 63, 1, 53, 52, 9, 4, 92, 19, 40, 29, 48","1, 82, 53, 49, 23, 6, 46, 55, 38, 78, 18, 34, 94, 36, 95, 90, 30, 96, 31, 35, 70, 27, 15, 98, 56, 83, 37, 58, 29, 79, 33, 12, 17, 100, 74, 32, 5, 47, 72, 88, 67, 14, 69, 42, 73, 13, 99, 22, 87, 3, 80, 86, 7, 57, 25, 8, 92, 19, 10, 24, 9, 65, 97, 41, 11, 59, 4, 54, 28, 71, 43, 84, 76, 51, 89, 81, 85, 62, 45, 63, 44, 61, 64, 16, 77, 26, 39, 48, 75, 52, 60, 21, 40, 20, 66, 91, 93, 50, 68, 2","4","4873077"
"5, 99, 10, 71, 47, 3, 7, 23, 72, 46, 30, 66, 21, 77, 95, 2, 20, 12, 4, 36, 64, 34, 22, 90, 83, 39, 35, 70, 55, 50, 45, 33, 43, 11, 58, 100, 42, 89, 74, 28, 41, 13, 81, 27, 26, 98, 96, 44, 85, 19, 76, 14, 91, 24, 51, 57, 60, 37, 80, 49, 68, 82, 48, 16, 97, 31, 65, 61, 73, 1, 75, 25, 53, 84, 52, 67, 15, 92, 6, 94, 63, 87, 40, 9, 78, 69, 79, 8, 62, 88, 59, 54, 56, 18, 86, 38, 17, 93, 32, 29","26, 3, 35, 9, 60, 58, 83, 88, 62, 79, 68, 33, 61, 99, 16, 64, 34, 97, 78, 5, 23, 89, 13, 25, 81, 84, 21, 76, 63, 85, 91, 82, 69, 18, 31, 57, 41, 98, 39, 52, 40, 94, 11, 77, 70, 56, 7, 95, 87, 90, 29, 46, 53, 72, 37, 6, 67, 28, 42, 100, 47, 92, 44, 8, 93, 10, 54, 45, 14, 12, 15, 55, 38, 27, 22, 30, 24, 49, 74, 59, 1, 32, 43, 80, 51, 17, 73, 65, 86, 20, 50, 4, 96, 66, 36, 48, 2, 71, 75, 19","3","4873077"
