"sigma_o","sigma_x","Number of Components","Seed"
"19, 69, 59, 28, 33, 37, 21, 67, 34, 57, 15, 31, 25, 43, 41, 16, 62, 10, 53, 46, 1, 74, 71, 75, 30, 13, 55, 7, 20, 14, 26, 68, 3, 6, 47, 63, 38, 45, 52, 39, 51, 48, 32, 54, 12, 73, 61, 42, 49, 70, 24, 27, 22, 40, 72, 2, 17, 64, 4, 35, 66, 5, 44, 56, 18, 8, 58, 60, 29, 11, 9, 65, 23, 50, 36","51, 31, 20, 34, 17, 63, 69, 46, 49, 42, 18, 21, 2, 7, 74, 5, 33, 68, 9, 54, 8, 37, 61, 29, 1, 52, 24, 59, 70, 32, 25, 50, 28, 72, 58, 66, 22, 75, 57, 62, 55, 23, 4, 67, 38, 48, 40, 3, 71, 12, 56, 44, 60, 6, 64, 73, 11, 13, 53, 27, 10, 45, 26, 65, 36, 35, 16, 14, 47, 41, 30, 39, 43, 19, 15","7","9210025"
"71, 62, 31, 25, 60, 48, 46, 72, 21, 65, 66, 47, 27, 10, 41, 15, 74, 26, 20, 18, 11, 67, 69, 61, 49, 32, 50, 55, 59, 7, 52, 37, 51, 44, 13, 1, 28, 4, 23, 12, 14, 36, 9, 19, 17, 5, 2, 22, 33, 35, 40, 30, 57, 24, 34, 6, 3, 58, 53, 43, 8, 63, 42, 38, 64, 70, 29, 16, 39, 73, 75, 45, 56, 68, 54","51, 73, 35, 26, 52, 36, 61, 8, 74, 31, 7, 19, 65, 3, 29, 25, 44, 47, 37, 60, 71, 38, 17, 15, 59, 20, 9, 72, 62, 32, 41, 14, 67, 33, 23, 66, 58, 50, 54, 2, 34, 48, 45, 49, 10, 56, 27, 42, 16, 70, 13, 11, 18, 40, 28, 24, 12, 1, 75, 39, 68, 69, 46, 63, 22, 43, 4, 55, 53, 30, 64, 21, 5, 57, 6","6","9210025"
"47, 19, 3, 46, 25, 71, 21, 1, 18, 5, 73, 13, 9, 41, 7, 59, 43, 15, 26, 66, 62, 49, 11, 40, 10, 32, 31, 54, 30, 14, 75, 51, 35, 23, 42, 29, 55, 44, 2, 6, 53, 68, 4, 61, 39, 67, 8, 74, 33, 70, 65, 22, 17, 37, 12, 64, 50, 20, 60, 57, 36, 69, 24, 28, 34, 48, 38, 63, 72, 56, 27, 45, 52, 16, 58","64, 51, 68, 12, 46, 33, 73, 25, 20, 52, 38, 71, 13, 59, 61, 65, 8, 5, 16, 75, 54, 69, 26, 41, 55, 50, 39, 15, 47, 66, 62, 4, 48, 72, 34, 74, 45, 21, 24, 58, 37, 18, 67, 70, 9, 57, 30, 27, 1, 3, 56, 19, 29, 49, 53, 42, 43, 31, 7, 17, 60, 44, 63, 10, 11, 40, 35, 14, 32, 2, 6, 36, 23, 22, 28","1","9210025"
"69, 38, 8, 48, 30, 6, 4, 13, 16, 17, 54, 52, 31, 65, 1, 24, 70, 9, 51, 32, 2, 62, 23, 18, 47, 67, 68, 33, 43, 39, 36, 56, 5, 11, 3, 42, 63, 66, 64, 15, 49, 73, 50, 35, 71, 53, 25, 40, 41, 20, 61, 28, 57, 55, 29, 75, 19, 26, 72, 21, 12, 34, 58, 7, 10, 60, 37, 59, 46, 74, 27, 22, 44, 45, 14","7, 29, 46, 71, 51, 40, 37, 73, 10, 5, 58, 35, 74, 42, 11, 1, 38, 36, 22, 30, 12, 49, 18, 32, 41, 16, 20, 13, 19, 8, 52, 4, 57, 44, 15, 61, 21, 2, 63, 39, 68, 53, 43, 69, 65, 26, 54, 75, 27, 72, 59, 55, 45, 23, 24, 60, 47, 62, 14, 9, 66, 31, 64, 3, 50, 70, 33, 67, 17, 56, 48, 25, 28, 6, 34","4","9210025"
"11, 22, 32, 15, 18, 63, 2, 73, 14, 34, 71, 28, 19, 9, 61, 38, 58, 21, 41, 20, 13, 48, 40, 37, 56, 51, 69, 53, 4, 65, 30, 3, 5, 39, 70, 33, 49, 68, 59, 42, 55, 25, 74, 66, 29, 36, 52, 7, 16, 24, 44, 50, 10, 60, 57, 23, 43, 64, 27, 62, 54, 72, 67, 46, 26, 75, 6, 45, 8, 31, 47, 35, 12, 1, 17","56, 4, 25, 63, 31, 69, 48, 9, 73, 62, 6, 33, 41, 18, 26, 20, 39, 47, 32, 14, 65, 15, 70, 45, 59, 60, 19, 24, 38, 44, 35, 55, 2, 30, 61, 64, 13, 5, 43, 7, 57, 68, 37, 75, 23, 21, 12, 71, 58, 36, 10, 42, 46, 3, 40, 17, 27, 34, 8, 72, 67, 53, 74, 1, 51, 22, 16, 11, 66, 28, 50, 29, 52, 54, 49","4","9210025"
"58, 50, 36, 12, 67, 60, 53, 68, 26, 13, 52, 40, 33, 57, 16, 18, 32, 59, 63, 37, 15, 62, 47, 73, 64, 10, 19, 56, 9, 6, 7, 49, 5, 65, 27, 71, 54, 41, 11, 3, 28, 29, 14, 70, 31, 22, 2, 43, 34, 39, 61, 21, 48, 72, 44, 75, 8, 20, 23, 1, 30, 66, 46, 55, 17, 74, 69, 25, 4, 35, 24, 45, 42, 51, 38","61, 45, 20, 72, 7, 15, 70, 57, 18, 54, 66, 68, 51, 60, 14, 46, 24, 69, 5, 56, 73, 21, 55, 71, 49, 40, 1, 48, 59, 42, 13, 62, 39, 75, 30, 44, 28, 37, 23, 58, 9, 12, 11, 8, 65, 32, 74, 2, 33, 43, 25, 22, 34, 19, 67, 6, 53, 47, 36, 31, 29, 26, 63, 17, 10, 38, 16, 4, 50, 64, 52, 35, 27, 3, 41","4","9210025"
"43, 7, 69, 14, 16, 20, 59, 6, 42, 37, 60, 24, 47, 61, 73, 4, 48, 5, 36, 19, 56, 1, 70, 21, 51, 41, 33, 40, 75, 38, 53, 26, 74, 50, 10, 39, 12, 18, 67, 11, 52, 71, 23, 32, 29, 8, 35, 15, 45, 62, 58, 49, 25, 9, 63, 30, 46, 64, 22, 3, 2, 55, 28, 44, 65, 34, 27, 72, 68, 57, 31, 54, 17, 13, 66","18, 40, 42, 33, 67, 21, 3, 13, 58, 43, 7, 6, 60, 71, 14, 28, 55, 1, 49, 32, 25, 48, 19, 15, 9, 46, 38, 54, 56, 73, 69, 70, 10, 23, 34, 57, 11, 30, 27, 74, 63, 8, 62, 75, 22, 20, 5, 59, 52, 51, 37, 45, 36, 17, 2, 29, 72, 65, 16, 31, 24, 44, 35, 66, 4, 64, 53, 41, 61, 47, 39, 26, 50, 12, 68","5","9210025"
"64, 68, 61, 48, 65, 13, 47, 69, 41, 66, 50, 57, 33, 4, 51, 58, 72, 9, 42, 43, 35, 2, 62, 46, 26, 6, 71, 22, 63, 37, 25, 18, 16, 19, 5, 31, 74, 53, 52, 55, 1, 49, 75, 59, 56, 40, 67, 20, 34, 3, 30, 21, 17, 54, 10, 24, 27, 32, 8, 39, 44, 28, 11, 70, 14, 73, 38, 29, 60, 7, 23, 45, 36, 12, 15","13, 60, 35, 6, 12, 62, 19, 16, 15, 68, 11, 24, 38, 55, 58, 64, 27, 46, 71, 18, 42, 47, 70, 65, 3, 49, 67, 66, 59, 69, 44, 22, 37, 21, 14, 63, 45, 17, 73, 56, 41, 4, 8, 26, 30, 54, 61, 39, 48, 23, 7, 74, 33, 9, 51, 28, 57, 40, 72, 29, 1, 36, 50, 32, 20, 43, 2, 75, 53, 5, 25, 52, 34, 10, 31","7","9210025"
"39, 56, 33, 24, 74, 48, 75, 68, 4, 8, 22, 63, 26, 42, 6, 49, 44, 3, 5, 10, 46, 66, 43, 16, 20, 2, 71, 12, 58, 11, 18, 25, 15, 45, 31, 30, 65, 54, 27, 69, 41, 72, 32, 59, 36, 19, 55, 50, 60, 21, 73, 1, 29, 52, 23, 14, 61, 67, 34, 47, 51, 53, 40, 17, 35, 62, 57, 38, 70, 64, 13, 9, 37, 28, 7","12, 7, 74, 66, 53, 50, 37, 27, 58, 65, 24, 31, 68, 1, 47, 6, 45, 8, 46, 22, 28, 20, 70, 38, 15, 19, 18, 13, 71, 59, 40, 2, 21, 69, 10, 62, 44, 11, 39, 61, 55, 54, 48, 30, 25, 14, 52, 57, 23, 43, 63, 36, 4, 72, 64, 60, 34, 3, 51, 42, 67, 41, 29, 75, 17, 56, 5, 16, 33, 73, 32, 26, 35, 49, 9","5","9210025"
"42, 43, 70, 10, 44, 69, 72, 60, 52, 73, 63, 20, 71, 39, 58, 14, 59, 6, 23, 66, 2, 31, 4, 28, 46, 38, 53, 41, 74, 22, 24, 11, 48, 19, 9, 30, 21, 12, 25, 54, 37, 1, 32, 45, 15, 3, 57, 47, 62, 8, 33, 29, 49, 13, 36, 61, 64, 16, 55, 67, 51, 68, 56, 7, 18, 35, 17, 50, 26, 40, 27, 5, 34, 65, 75","56, 46, 20, 59, 67, 43, 58, 17, 32, 37, 61, 15, 57, 49, 64, 45, 16, 69, 39, 2, 30, 38, 41, 5, 22, 63, 60, 42, 18, 24, 62, 74, 44, 14, 1, 28, 27, 68, 29, 53, 8, 9, 35, 55, 52, 65, 31, 25, 13, 3, 19, 75, 10, 4, 6, 51, 21, 11, 71, 26, 47, 50, 33, 48, 66, 23, 40, 70, 36, 72, 34, 12, 7, 54, 73","3","9210025"
"28, 64, 48, 11, 67, 52, 62, 10, 41, 47, 72, 63, 45, 1, 12, 42, 20, 13, 30, 71, 56, 25, 29, 53, 16, 40, 46, 69, 38, 32, 31, 26, 8, 22, 2, 57, 49, 21, 58, 59, 73, 39, 15, 61, 43, 44, 35, 23, 4, 33, 68, 60, 74, 51, 19, 50, 54, 65, 70, 27, 3, 75, 37, 14, 66, 18, 17, 55, 6, 5, 34, 9, 24, 7, 36","35, 40, 44, 50, 17, 20, 8, 21, 28, 7, 25, 56, 16, 47, 74, 51, 39, 9, 43, 64, 38, 42, 65, 48, 54, 15, 11, 18, 19, 73, 1, 57, 26, 61, 32, 2, 37, 3, 36, 6, 12, 62, 58, 70, 68, 69, 72, 49, 52, 14, 41, 34, 27, 22, 5, 67, 63, 53, 23, 59, 45, 66, 71, 13, 24, 46, 33, 30, 75, 60, 10, 55, 29, 31, 4","3","9210025"
"5, 69, 37, 13, 39, 60, 73, 19, 8, 36, 57, 1, 64, 51, 29, 4, 42, 55, 21, 18, 33, 26, 52, 72, 65, 43, 30, 28, 46, 7, 45, 56, 71, 23, 20, 44, 41, 12, 67, 40, 32, 75, 53, 14, 68, 54, 61, 31, 66, 47, 6, 48, 62, 74, 17, 35, 22, 58, 49, 15, 50, 59, 2, 34, 16, 27, 38, 24, 70, 25, 3, 11, 10, 63, 9","75, 7, 11, 37, 36, 44, 32, 22, 42, 1, 61, 9, 18, 41, 30, 66, 19, 5, 26, 48, 39, 51, 24, 57, 74, 58, 45, 35, 59, 40, 71, 12, 8, 25, 2, 47, 63, 38, 55, 73, 16, 46, 14, 10, 62, 50, 68, 28, 53, 69, 65, 27, 49, 64, 43, 15, 29, 4, 6, 72, 33, 56, 34, 23, 54, 13, 21, 52, 20, 67, 17, 3, 70, 60, 31","3","9210025"
"62, 75, 30, 51, 56, 50, 19, 49, 4, 54, 57, 22, 34, 6, 28, 63, 21, 11, 1, 72, 35, 26, 41, 44, 60, 45, 18, 15, 38, 25, 8, 65, 24, 59, 53, 68, 58, 16, 66, 36, 39, 70, 14, 46, 32, 7, 42, 55, 31, 33, 29, 64, 10, 61, 40, 47, 17, 37, 23, 2, 43, 67, 5, 71, 20, 3, 48, 69, 13, 12, 27, 73, 52, 74, 9","5, 38, 68, 26, 62, 47, 20, 69, 49, 21, 55, 33, 53, 37, 4, 50, 44, 57, 24, 13, 63, 22, 60, 73, 17, 30, 64, 48, 35, 66, 11, 12, 7, 45, 56, 18, 75, 40, 9, 59, 36, 23, 51, 58, 25, 31, 28, 52, 67, 61, 46, 3, 34, 42, 72, 16, 6, 54, 1, 70, 39, 10, 8, 74, 29, 27, 71, 65, 43, 14, 19, 41, 15, 32, 2","4","9210025"
"61, 23, 13, 53, 19, 2, 44, 49, 9, 69, 20, 16, 70, 60, 46, 18, 27, 21, 56, 67, 29, 17, 14, 72, 47, 36, 63, 74, 51, 8, 62, 28, 26, 38, 33, 71, 22, 6, 40, 55, 66, 24, 75, 57, 25, 73, 59, 52, 15, 12, 10, 39, 64, 31, 1, 30, 65, 45, 58, 34, 7, 42, 41, 54, 11, 32, 50, 35, 68, 37, 43, 4, 3, 5, 48","37, 59, 60, 63, 1, 5, 32, 52, 17, 19, 69, 29, 21, 53, 10, 50, 41, 24, 64, 45, 51, 65, 40, 20, 55, 4, 58, 67, 28, 70, 27, 72, 2, 49, 11, 68, 6, 73, 54, 61, 25, 34, 43, 39, 42, 62, 46, 66, 3, 23, 26, 18, 48, 13, 7, 56, 74, 16, 44, 38, 75, 31, 33, 14, 36, 57, 30, 8, 9, 35, 47, 12, 15, 71, 22","3","9210025"
"13, 35, 23, 67, 48, 68, 49, 18, 59, 33, 44, 71, 46, 36, 5, 11, 19, 69, 20, 14, 61, 27, 29, 30, 47, 37, 65, 1, 66, 55, 8, 32, 16, 17, 24, 15, 40, 10, 56, 38, 9, 42, 54, 51, 64, 31, 6, 43, 41, 39, 75, 25, 60, 12, 3, 2, 70, 50, 45, 53, 7, 4, 21, 63, 34, 62, 22, 58, 28, 74, 57, 26, 73, 52, 72","22, 25, 44, 9, 49, 58, 27, 65, 24, 59, 52, 70, 28, 15, 48, 60, 34, 43, 26, 2, 75, 38, 39, 1, 20, 41, 35, 73, 40, 18, 5, 33, 11, 74, 47, 63, 68, 12, 57, 13, 31, 62, 56, 3, 4, 55, 69, 21, 16, 72, 37, 50, 66, 67, 30, 10, 36, 6, 32, 46, 19, 71, 61, 23, 8, 14, 17, 54, 53, 29, 7, 42, 51, 45, 64","3","9210025"
"33, 5, 63, 71, 40, 46, 47, 66, 34, 26, 9, 64, 54, 14, 13, 25, 11, 22, 4, 1, 75, 49, 70, 18, 10, 56, 29, 51, 19, 27, 67, 53, 36, 12, 61, 28, 6, 52, 73, 21, 60, 42, 74, 48, 41, 44, 38, 30, 24, 20, 65, 45, 62, 43, 58, 3, 23, 15, 31, 50, 17, 32, 55, 57, 69, 8, 72, 35, 7, 37, 39, 59, 16, 68, 2","45, 67, 20, 6, 43, 72, 54, 4, 11, 66, 27, 31, 71, 51, 33, 37, 3, 69, 14, 61, 8, 28, 68, 13, 5, 16, 9, 36, 32, 21, 57, 47, 42, 48, 46, 17, 49, 50, 7, 41, 1, 34, 30, 58, 39, 10, 63, 19, 75, 15, 24, 60, 22, 59, 52, 62, 53, 65, 29, 73, 35, 18, 23, 26, 74, 38, 2, 55, 56, 12, 64, 40, 70, 44, 25","5","9210025"
"53, 19, 64, 51, 70, 59, 32, 18, 50, 6, 58, 56, 29, 62, 40, 10, 45, 13, 36, 39, 71, 43, 8, 21, 55, 12, 2, 69, 16, 35, 48, 49, 31, 57, 14, 30, 65, 9, 20, 60, 24, 17, 72, 26, 47, 11, 23, 52, 1, 37, 66, 54, 3, 7, 33, 67, 34, 68, 73, 15, 4, 27, 38, 63, 44, 41, 5, 74, 22, 61, 28, 75, 46, 42, 25","41, 1, 17, 16, 54, 28, 9, 69, 36, 66, 44, 42, 24, 73, 26, 72, 19, 29, 60, 52, 25, 57, 15, 23, 13, 20, 46, 59, 64, 30, 27, 8, 39, 22, 70, 18, 74, 71, 53, 7, 45, 58, 75, 65, 43, 68, 2, 10, 38, 49, 21, 4, 51, 33, 63, 12, 5, 62, 31, 14, 50, 61, 37, 55, 34, 35, 48, 56, 47, 6, 40, 3, 11, 32, 67","4","9210025"
"33, 71, 6, 45, 18, 50, 65, 49, 9, 60, 4, 73, 57, 37, 19, 40, 62, 15, 17, 42, 75, 21, 7, 1, 8, 69, 22, 29, 48, 63, 38, 28, 47, 30, 26, 68, 14, 35, 64, 43, 5, 3, 56, 16, 27, 34, 51, 13, 12, 10, 23, 55, 20, 31, 72, 67, 39, 24, 25, 66, 11, 61, 74, 52, 53, 32, 70, 36, 46, 41, 59, 44, 54, 58, 2","52, 25, 18, 61, 54, 14, 19, 64, 30, 35, 2, 71, 21, 23, 73, 20, 32, 67, 12, 16, 11, 39, 24, 42, 69, 37, 60, 55, 74, 57, 6, 43, 13, 9, 40, 65, 7, 44, 29, 46, 28, 34, 27, 31, 58, 53, 63, 10, 48, 38, 8, 72, 45, 59, 66, 17, 47, 36, 70, 3, 26, 49, 15, 41, 22, 1, 68, 50, 4, 33, 62, 75, 5, 56, 51","10","9210025"
"23, 66, 57, 58, 1, 68, 28, 7, 29, 61, 22, 20, 32, 40, 50, 43, 39, 6, 16, 52, 10, 75, 35, 12, 64, 47, 56, 51, 13, 14, 15, 27, 33, 71, 54, 65, 67, 30, 63, 21, 8, 36, 69, 4, 24, 55, 3, 45, 53, 17, 5, 9, 73, 62, 41, 26, 19, 25, 37, 60, 74, 70, 72, 59, 11, 48, 31, 44, 46, 34, 18, 38, 49, 42, 2","45, 30, 34, 74, 38, 65, 27, 67, 51, 62, 46, 21, 3, 64, 53, 56, 52, 23, 12, 11, 13, 43, 26, 8, 22, 48, 69, 71, 44, 15, 70, 60, 42, 41, 29, 57, 2, 36, 37, 33, 39, 17, 7, 61, 59, 20, 19, 63, 6, 5, 9, 32, 10, 25, 24, 49, 50, 4, 72, 28, 1, 14, 40, 47, 31, 75, 58, 68, 73, 18, 66, 16, 35, 55, 54","8","9210025"
"24, 5, 51, 26, 46, 8, 12, 49, 50, 27, 44, 63, 54, 37, 7, 75, 72, 11, 48, 52, 14, 25, 69, 60, 67, 34, 64, 68, 6, 19, 3, 33, 70, 4, 29, 58, 73, 59, 2, 57, 39, 56, 13, 30, 74, 10, 65, 53, 38, 35, 62, 1, 20, 22, 45, 31, 17, 15, 47, 21, 43, 66, 71, 9, 55, 16, 41, 32, 18, 42, 40, 23, 36, 28, 61","12, 40, 19, 22, 3, 20, 51, 15, 27, 5, 10, 43, 34, 23, 31, 55, 66, 64, 63, 50, 56, 73, 9, 8, 60, 11, 68, 69, 70, 59, 6, 36, 13, 75, 48, 52, 71, 62, 37, 39, 38, 14, 30, 57, 35, 47, 17, 29, 72, 41, 58, 16, 61, 4, 74, 2, 67, 32, 21, 25, 44, 42, 28, 24, 33, 18, 7, 46, 53, 45, 49, 54, 65, 26, 1","3","9210025"
"12, 34, 60, 48, 22, 43, 55, 75, 61, 49, 32, 38, 63, 26, 41, 58, 52, 56, 44, 17, 9, 74, 66, 30, 27, 1, 36, 16, 35, 71, 45, 19, 15, 5, 25, 29, 40, 3, 33, 46, 67, 69, 39, 65, 37, 11, 31, 68, 62, 53, 72, 64, 21, 24, 70, 51, 54, 10, 28, 23, 7, 47, 42, 6, 73, 14, 2, 13, 4, 8, 20, 18, 59, 50, 57","5, 41, 71, 29, 17, 44, 31, 64, 35, 6, 65, 13, 3, 28, 54, 66, 61, 15, 14, 70, 46, 67, 23, 24, 45, 34, 26, 55, 63, 22, 37, 21, 51, 38, 12, 47, 49, 11, 68, 40, 75, 42, 62, 25, 48, 19, 33, 56, 52, 50, 4, 30, 43, 1, 72, 32, 2, 27, 58, 18, 60, 39, 69, 73, 57, 59, 36, 20, 53, 16, 74, 8, 7, 9, 10","3","9210025"
"9, 46, 14, 38, 23, 58, 28, 70, 20, 2, 63, 42, 22, 52, 18, 4, 44, 45, 74, 69, 59, 73, 72, 54, 17, 6, 27, 43, 50, 19, 67, 68, 8, 35, 39, 13, 66, 34, 32, 24, 37, 21, 53, 16, 10, 75, 3, 71, 64, 5, 30, 65, 40, 49, 7, 60, 1, 57, 47, 29, 11, 33, 41, 55, 15, 56, 61, 12, 31, 26, 51, 48, 62, 25, 36","10, 37, 5, 69, 21, 18, 24, 53, 64, 44, 46, 7, 67, 23, 2, 11, 19, 47, 72, 75, 33, 49, 68, 6, 45, 43, 31, 51, 34, 48, 13, 73, 14, 71, 70, 74, 61, 58, 1, 32, 17, 26, 56, 65, 9, 54, 29, 59, 27, 4, 3, 8, 36, 12, 41, 20, 25, 16, 15, 30, 40, 50, 57, 42, 22, 38, 60, 66, 39, 52, 62, 35, 63, 28, 55","7","9210025"
"55, 64, 62, 53, 8, 25, 19, 35, 1, 40, 28, 27, 36, 59, 57, 43, 9, 52, 66, 34, 22, 58, 29, 4, 17, 49, 2, 11, 48, 13, 18, 50, 63, 7, 26, 42, 23, 65, 44, 5, 33, 14, 74, 24, 20, 12, 3, 16, 47, 37, 54, 51, 32, 39, 21, 6, 71, 56, 46, 38, 41, 73, 60, 70, 15, 10, 67, 45, 75, 61, 69, 68, 31, 30, 72","52, 30, 2, 62, 47, 26, 49, 71, 27, 3, 66, 28, 64, 12, 53, 40, 23, 72, 18, 15, 45, 41, 44, 34, 54, 17, 56, 65, 50, 20, 75, 13, 46, 63, 36, 67, 61, 48, 11, 42, 29, 38, 60, 21, 5, 51, 43, 7, 8, 74, 32, 1, 58, 37, 24, 16, 73, 22, 70, 57, 31, 33, 25, 39, 14, 59, 4, 10, 35, 55, 9, 6, 19, 68, 69","7","9210025"
"70, 1, 23, 4, 57, 65, 47, 8, 20, 49, 61, 34, 15, 56, 60, 32, 21, 30, 31, 7, 59, 25, 72, 35, 53, 3, 38, 37, 68, 10, 73, 54, 28, 36, 74, 64, 67, 45, 16, 13, 19, 66, 43, 41, 75, 33, 39, 9, 11, 58, 2, 52, 44, 26, 12, 71, 48, 51, 50, 18, 63, 69, 5, 14, 24, 55, 6, 22, 17, 27, 46, 40, 29, 42, 62","38, 14, 62, 54, 44, 67, 57, 28, 65, 48, 36, 6, 11, 4, 19, 23, 37, 5, 60, 75, 51, 58, 13, 59, 55, 74, 12, 43, 73, 30, 42, 9, 69, 71, 8, 66, 22, 49, 53, 31, 47, 17, 21, 18, 70, 68, 10, 61, 2, 46, 34, 35, 32, 1, 3, 45, 72, 50, 7, 16, 29, 64, 63, 25, 41, 52, 20, 24, 39, 26, 33, 56, 15, 40, 27","3","9210025"
"17, 7, 8, 14, 64, 53, 12, 24, 10, 5, 47, 46, 21, 13, 34, 57, 41, 15, 67, 19, 37, 29, 18, 2, 44, 43, 32, 45, 40, 56, 54, 72, 26, 4, 20, 71, 73, 74, 33, 39, 75, 27, 42, 35, 23, 31, 11, 60, 9, 25, 55, 49, 3, 6, 52, 62, 59, 28, 36, 38, 30, 61, 48, 22, 50, 65, 16, 63, 69, 51, 70, 68, 1, 66, 58","59, 48, 4, 39, 26, 13, 47, 51, 42, 36, 22, 67, 20, 69, 50, 70, 29, 32, 61, 15, 41, 44, 7, 45, 46, 60, 6, 9, 28, 38, 5, 66, 33, 40, 63, 74, 53, 68, 35, 10, 73, 18, 64, 11, 2, 75, 24, 31, 23, 8, 1, 52, 19, 71, 65, 25, 58, 62, 12, 56, 55, 27, 21, 72, 16, 3, 43, 30, 14, 37, 54, 17, 34, 49, 57","5","9210025"
"15, 47, 7, 70, 22, 67, 42, 45, 74, 69, 43, 52, 72, 13, 49, 2, 28, 21, 33, 39, 8, 64, 37, 16, 1, 66, 5, 40, 53, 19, 60, 20, 30, 71, 46, 4, 23, 55, 56, 73, 41, 17, 26, 38, 10, 51, 31, 65, 57, 6, 61, 11, 32, 44, 68, 12, 35, 27, 34, 75, 59, 48, 9, 62, 58, 3, 14, 24, 29, 25, 36, 54, 63, 18, 50","6, 65, 69, 9, 29, 19, 28, 54, 17, 51, 10, 39, 68, 34, 63, 35, 67, 11, 5, 18, 20, 56, 15, 21, 42, 44, 8, 12, 43, 49, 66, 71, 24, 1, 50, 37, 31, 53, 59, 23, 62, 30, 41, 36, 72, 70, 61, 58, 64, 74, 45, 48, 26, 3, 60, 33, 38, 73, 7, 47, 25, 52, 46, 22, 27, 57, 32, 4, 13, 55, 16, 40, 14, 75, 2","3","9210025"
"8, 70, 28, 46, 36, 33, 30, 50, 7, 45, 68, 27, 26, 16, 38, 34, 44, 19, 59, 18, 39, 21, 67, 13, 61, 24, 14, 58, 72, 2, 55, 65, 47, 63, 54, 23, 29, 53, 57, 49, 42, 9, 48, 62, 74, 43, 64, 11, 69, 51, 52, 20, 4, 60, 10, 56, 17, 1, 25, 15, 40, 37, 32, 41, 5, 3, 71, 6, 66, 35, 73, 75, 12, 31, 22","49, 48, 65, 37, 24, 26, 32, 44, 67, 53, 10, 42, 62, 46, 54, 2, 70, 40, 47, 31, 43, 61, 63, 38, 20, 51, 33, 68, 8, 5, 6, 23, 28, 13, 41, 55, 69, 7, 73, 57, 29, 71, 9, 1, 11, 15, 52, 4, 21, 35, 22, 18, 14, 75, 27, 25, 50, 16, 64, 39, 72, 17, 34, 3, 66, 36, 12, 30, 59, 19, 74, 45, 58, 56, 60","3","9210025"
"68, 71, 13, 26, 44, 5, 61, 6, 36, 74, 2, 25, 53, 73, 38, 48, 12, 37, 15, 65, 42, 9, 52, 47, 34, 35, 31, 46, 59, 14, 49, 11, 55, 29, 70, 4, 21, 39, 72, 66, 19, 41, 50, 7, 3, 69, 63, 45, 32, 75, 57, 22, 27, 51, 10, 17, 67, 43, 23, 56, 8, 28, 30, 18, 20, 58, 33, 40, 24, 64, 60, 62, 54, 16, 1","37, 16, 4, 19, 32, 27, 39, 59, 33, 63, 22, 43, 8, 28, 68, 26, 58, 71, 25, 21, 69, 53, 35, 30, 51, 6, 72, 31, 48, 57, 64, 70, 5, 47, 61, 44, 11, 65, 14, 49, 20, 55, 40, 50, 7, 75, 52, 38, 73, 46, 24, 12, 45, 42, 1, 3, 13, 2, 54, 29, 60, 10, 18, 41, 34, 67, 62, 9, 15, 36, 23, 74, 56, 17, 66","3","9210025"
"5, 54, 47, 29, 40, 26, 36, 16, 24, 75, 55, 20, 66, 11, 67, 57, 25, 73, 33, 70, 14, 28, 9, 39, 18, 8, 7, 23, 68, 65, 31, 61, 6, 42, 58, 48, 15, 63, 72, 34, 71, 44, 30, 4, 17, 49, 50, 64, 35, 46, 60, 59, 43, 1, 69, 41, 38, 19, 13, 2, 53, 56, 27, 32, 37, 52, 45, 51, 21, 10, 3, 12, 74, 22, 62","67, 55, 39, 61, 25, 14, 8, 5, 58, 31, 37, 74, 34, 33, 27, 75, 35, 7, 69, 17, 40, 46, 42, 73, 57, 30, 47, 10, 32, 2, 68, 11, 3, 50, 63, 43, 20, 28, 71, 16, 62, 21, 54, 18, 44, 19, 36, 15, 53, 9, 64, 4, 60, 29, 65, 13, 72, 48, 22, 59, 41, 45, 51, 52, 1, 70, 56, 12, 23, 38, 24, 66, 49, 26, 6","6","9210025"
"40, 1, 18, 48, 22, 12, 6, 9, 42, 38, 75, 33, 30, 74, 72, 68, 23, 4, 35, 46, 26, 19, 3, 7, 17, 5, 37, 32, 69, 66, 36, 49, 29, 56, 16, 57, 20, 71, 34, 31, 52, 27, 51, 2, 58, 54, 25, 39, 70, 50, 61, 21, 64, 55, 60, 63, 10, 13, 15, 59, 53, 11, 44, 28, 24, 41, 47, 62, 14, 73, 43, 65, 8, 67, 45","74, 69, 75, 11, 8, 44, 62, 58, 9, 46, 43, 52, 64, 59, 14, 13, 73, 66, 36, 55, 7, 38, 51, 47, 48, 19, 17, 20, 12, 22, 63, 65, 10, 5, 2, 71, 26, 3, 21, 24, 42, 32, 57, 16, 31, 29, 56, 61, 39, 72, 23, 54, 1, 28, 33, 53, 27, 6, 18, 30, 4, 35, 41, 37, 60, 67, 49, 50, 68, 25, 70, 40, 34, 45, 15","5","9210025"
